Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BbAvH;BbAvD;BbAvA;BbAv>2.5;BbAv<2.5;BbAvAHH;BbAvAHA
SP1;18/12/10;Sociedad;Valencia;1;2;A;1;1;D;12;15;2;5;10;11;7;7;3;4;0;0;3.1;3.25;2.3;3.03;3.3;2.32;1.89;1.89;2.21;1.66
SP1;18/12/10;Villarreal;Mallorca;3;1;H;2;1;H;14;7;7;2;8;25;3;3;1;5;0;0;1.53;3.8;6.5;1.52;3.89;6.52;1.72;2.08;1.98;1.89
SP1;19/12/10;Almeria;Getafe;2;3;A;2;1;H;16;22;5;9;15;12;9;10;3;4;0;0;2.5;3.2;2.8;2.48;3.22;2.84;2.09;1.71;1.78;2.04
SP1;19/12/10;Malaga;Ath Madrid;0;3;A;0;1;A;12;11;3;6;21;19;3;3;2;2;0;0;3.25;3.5;2.1;3.21;3.38;2.19;1.76;2.04;2.31;1.6
SP1;19/12/10;Osasuna;Zaragoza;0;0;D;0;0;D;15;10;5;1;11;18;13;2;2;2;0;0;2.0;3.4;3.75;1.95;3.35;3.94;2.16;1.67;1.98;1.88
SP1;19/12/10;Real Madrid;Sevilla;1;0;H;0;0;D;10;5;5;2;22;18;8;3;6;3;1;1;1.2;6.5;13.0;1.19;6.63;13.79;1.33;3.12;1.93;1.93
SP1;20/12/10;Santander;Hercules;0;0;D;0;0;D;8;8;2;3;20;15;4;9;3;2;0;0;1.91;3.4;4.0;1.93;3.34;3.95;2.17;1.66;1.96;1.9
SP1;02/01/11;Ath Bilbao;La Coruna;1;2;A;0;1;A;21;7;7;3;18;17;9;1;1;2;2;1;1.67;3.5;5.5;1.66;3.61;5.33;2.03;1.76;1.9;1.98
SP1;02/01/11;Barcelona;Levante;2;1;H;0;0;D;22;4;10;2;16;13;12;1;4;2;0;0;1.06;11.0;29.0;1.06;12.18;28.87;1.23;3.71;1.92;1.94
SP1;02/01/11;Sevilla;Osasuna;1;0;H;1;0;H;13;7;5;3;17;22;8;6;1;5;0;0;1.62;3.75;5.5;1.63;3.76;5.46;1.85;1.93;1.81;2.09
SP1;02/01/11;Sp Gijon;Malaga;1;2;A;1;1;D;14;6;6;5;16;20;2;3;5;3;0;0;2.2;3.3;3.25;2.17;3.28;3.34;2.05;1.74;1.54;2.43
SP1;02/01/11;Valencia;Espanol;2;1;H;1;1;D;13;15;8;2;17;14;6;4;2;3;1;0;1.62;3.75;5.5;1.62;3.75;5.5;1.86;1.92;1.8;2.1
SP1;03/01/11;Ath Madrid;Santander;0;0;D;0;0;D;13;9;5;3;15;11;10;0;2;1;0;0;1.44;4.33;7.0;1.44;4.29;7.16;1.68;2.15;1.78;2.11
SP1;03/01/11;Getafe;Real Madrid;2;3;A;1;2;A;12;15;5;5;16;20;3;2;5;3;0;1;10.0;5.25;1.29;9.82;5.15;1.3;1.46;2.59;1.95;1.9
SP1;03/01/11;Mallorca;Hercules;3;0;H;2;0;H;20;11;10;3;7;7;4;12;1;4;0;0;1.83;3.4;4.5;1.81;3.46;4.46;2.06;1.73;1.82;2.05
SP1;03/01/11;Villarreal;Almeria;2;0;H;1;0;H;16;11;10;2;16;18;4;0;1;4;0;0;1.44;4.33;7.0;1.43;4.3;7.53;1.69;2.12;1.8;2.07
SP1;03/01/11;Zaragoza;Sociedad;2;1;H;1;1;D;24;8;9;2;17;16;9;4;3;1;0;0;2.2;3.4;3.2;2.19;3.29;3.27;1.92;1.85;1.55;2.4
SP1;08/01/11;La Coruna;Barcelona;0;4;A;0;1;A;7;8;1;5;8;7;4;7;1;0;0;0;13.0;6.5;1.2;12.53;6.02;1.22;1.52;2.45;2.07;1.82
SP1;08/01/11;Malaga;Ath Bilbao;1;1;D;0;0;D;12;13;3;6;15;19;8;5;4;3;0;0;2.25;3.4;3.1;2.24;3.32;3.16;1.83;1.95;1.63;2.27
SP1;08/01/11;Sociedad;Sevilla;2;3;A;2;1;H;14;17;8;5;12;13;5;7;2;1;0;0;2.8;3.25;2.5;2.87;3.26;2.46;1.88;1.91;2.08;1.75
SP1;09/01/11;Espanol;Zaragoza;4;0;H;3;0;H;11;13;6;4;12;21;3;3;2;4;0;0;1.73;3.6;4.75;1.83;3.45;4.4;2.06;1.73;1.86;2.01
SP1;09/01/11;Levante;Valencia;0;1;A;0;0;D;13;16;2;6;14;14;6;3;4;1;0;0;4.33;3.4;1.85;4.19;3.51;1.85;1.78;2.01;2.01;1.86
SP1;09/01/11;Mallorca;Almeria;4;1;H;2;0;H;18;10;9;2;14;9;8;9;2;1;0;0;1.73;3.4;4.5;1.73;3.58;4.78;1.96;1.82;2.01;1.88
SP1;09/01/11;Osasuna;Getafe;0;0;D;0;0;D;15;18;3;7;15;10;6;11;4;1;0;0;2.25;3.25;3.2;2.29;3.23;3.13;2.19;1.65;1.63;2.27
SP1;09/01/11;Real Madrid;Villarreal;4;2;H;2;2;D;15;12;7;3;20;8;6;3;3;4;0;0;1.29;5.5;10.0;1.28;5.38;10.22;1.42;2.72;2.02;1.86
SP1;09/01/11;Santander;Sp Gijon;1;1;D;1;0;H;13;17;3;9;16;15;4;10;1;3;0;0;1.91;3.4;4.0;1.93;3.39;3.97;2.29;1.59;1.96;1.91
SP1;10/01/11;Hercules;Ath Madrid;4;1;H;4;0;H;10;22;6;4;17;15;4;4;1;0;0;0;2.9;3.25;2.4;2.97;3.3;2.34;1.84;1.94;2.17;1.69
SP1;15/01/11;Ath Bilbao;Santander;2;1;H;2;0;H;9;12;4;4;13;12;6;7;2;3;0;1;1.67;3.6;5.25;1.7;3.66;5.03;1.97;1.82;1.9;1.98
SP1;15/01/11;Getafe;Sociedad;0;4;A;0;2;A;22;11;3;4;8;17;10;2;3;4;0;0;1.8;3.25;5.0;1.76;3.52;4.71;1.89;1.89;2.04;1.85
SP1;15/01/11;Sevilla;Espanol;1;2;A;0;1;A;17;11;6;4;17;9;7;3;1;2;0;0;1.73;3.5;5.0;1.72;3.66;4.86;1.97;1.81;1.96;1.92
SP1;15/01/11;Sp Gijon;Hercules;2;0;H;2;0;H;8;5;6;2;12;17;3;4;3;5;0;0;2.2;3.3;3.25;2.17;3.26;3.41;2.15;1.68;1.51;2.49
SP1;15/01/11;Villarreal;Osasuna;4;2;H;1;0;H;20;12;12;4;10;10;6;5;1;3;0;0;1.53;3.8;6.5;1.51;3.99;6.73;1.91;1.87;1.97;1.9
SP1;15/01/11;Zaragoza;Levante;1;0;H;1;0;H;10;8;2;3;25;18;4;0;5;3;0;0;1.91;3.4;4.0;1.85;3.43;4.32;2.01;1.78;1.86;2.0
SP1;16/01/11;Almeria;Real Madrid;1;1;D;0;0;D;9;24;3;10;21;18;1;12;2;2;0;0;10.0;6.0;1.25;11.24;5.9;1.25;1.43;2.68;1.93;1.95
SP1;16/01/11;Barcelona;Malaga;4;1;H;3;0;H;13;4;9;2;12;12;8;1;1;1;0;0;1.08;10.0;23.0;1.08;10.94;21.92;1.24;3.8;1.89;1.99
SP1;16/01/11;Valencia;La Coruna;2;0;H;0;0;D;17;9;7;1;16;14;2;3;3;2;0;0;1.44;4.2;7.5;1.42;4.36;7.8;1.91;1.87;2.01;1.87
SP1;17/01/11;Ath Madrid;Mallorca;3;0;H;2;0;H;10;18;5;7;12;9;4;4;2;3;1;1;1.83;3.5;4.33;1.84;3.51;4.28;1.79;2.0;1.88;1.99
SP1;22/01/11;Barcelona;Santander;3;0;H;2;0;H;14;7;11;3;6;15;8;1;0;0;0;0;1.07;11.0;23.0;1.06;12.0;24.93;1.21;4.04;1.95;1.91
SP1;22/01/11;Sevilla;Levante;4;1;H;3;0;H;9;5;5;2;14;22;6;1;2;2;0;0;1.4;4.5;7.5;1.4;4.53;7.69;1.65;2.18;1.89;1.99
SP1;22/01/11;Valencia;Malaga;4;3;H;1;2;A;15;9;7;6;15;7;9;2;1;4;0;2;1.44;4.33;7.0;1.49;4.11;6.52;1.68;2.13;1.93;1.93
SP1;23/01/11;Almeria;Osasuna;3;2;H;2;1;H;14;16;4;5;19;16;6;9;3;5;0;0;2.2;3.2;3.4;2.21;3.22;3.27;2.3;1.59;1.56;2.37
SP1;23/01/11;Getafe;Espanol;1;3;A;1;0;H;17;12;5;6;15;6;5;6;0;0;0;0;2.1;3.3;3.5;2.11;3.3;3.4;1.95;1.82;1.51;2.51
SP1;23/01/11;Real Madrid;Mallorca;1;0;H;0;0;D;18;10;5;2;12;15;12;5;3;4;0;0;1.17;7.0;15.0;1.17;7.1;14.67;1.33;3.12;1.82;2.05
SP1;23/01/11;Sp Gijon;Ath Madrid;1;0;H;0;0;D;6;5;3;1;19;14;4;5;2;3;0;0;2.9;3.3;2.38;2.84;3.25;2.45;2.01;1.76;2.04;1.79
SP1;23/01/11;Villarreal;Sociedad;2;1;H;1;1;D;28;4;8;1;14;20;8;2;1;4;0;0;1.5;4.1;6.5;1.51;4.01;6.3;1.65;2.17;1.94;1.92
SP1;23/01/11;Zaragoza;La Coruna;1;0;H;1;0;H;7;5;4;0;30;14;5;1;4;2;0;0;2.0;3.4;3.75;2.03;3.28;3.69;2.19;1.64;2.04;1.83
SP1;24/01/11;Ath Bilbao;Hercules;3;0;H;1;0;H;12;7;4;3;21;16;8;1;3;4;0;0;1.73;3.6;4.75;1.71;3.59;4.85;1.91;1.85;1.95;1.93
SP1;29/01/11;Hercules;Barcelona;0;3;A;0;1;A;4;22;2;8;12;8;2;9;2;1;1;0;15.0;7.0;1.17;16.09;7.51;1.15;1.35;3.02;2.27;1.67
SP1;29/01/11;La Coruna;Sevilla;3;3;D;1;0;H;16;12;5;6;14;8;4;5;1;3;0;1;3.5;3.3;2.1;3.28;3.28;2.19;2.07;1.71;2.34;1.58
SP1;29/01/11;Levante;Getafe;2;0;H;0;0;D;15;7;6;0;10;11;3;3;3;2;1;1;2.8;3.25;2.5;2.77;3.26;2.5;1.91;1.85;2.0;1.82
SP1;29/01/11;Malaga;Zaragoza;1;2;A;1;1;D;15;12;6;7;14;26;5;3;3;4;0;0;1.83;3.5;4.33;1.89;3.48;3.98;1.85;1.91;1.92;1.94
SP1;29/01/11;Mallorca;Sp Gijon;0;4;A;0;1;A;16;10;3;3;17;10;4;2;4;2;0;0;1.8;3.25;5.0;1.77;3.4;4.82;2.09;1.7;1.79;2.1
SP1;29/01/11;Sociedad;Almeria;2;0;H;1;0;H;13;22;5;5;10;23;9;2;2;3;0;0;2.0;3.4;3.75;1.99;3.35;3.77;1.84;1.93;2.03;1.84
SP1;30/01/11;Ath Madrid;Ath Bilbao;0;2;A;0;1;A;16;15;7;7;17;17;3;6;3;1;1;0;1.83;3.5;4.33;1.81;3.52;4.34;1.73;2.05;1.81;2.05
SP1;30/01/11;Espanol;Villarreal;0;1;A;0;1;A;13;16;5;6;9;13;7;5;2;4;0;0;2.5;3.25;2.8;2.49;3.26;2.77;1.89;1.87;1.79;2.03
SP1;30/01/11;Osasuna;Real Madrid;1;0;H;0;0;D;9;21;3;4;24;9;5;5;8;3;0;0;9.0;5.0;1.33;9.43;5.22;1.3;1.56;2.3;1.93;1.92
SP1;31/01/11;Santander;Valencia;1;1;D;1;0;H;8;8;4;3;14;16;3;6;4;2;1;2;3.5;3.3;2.1;3.34;3.26;2.16;2.06;1.72;2.37;1.56
SP1;05/02/11;Almeria;Espanol;3;2;H;3;1;H;11;17;5;5;24;16;4;6;5;3;0;0;2.5;3.3;2.75;2.49;3.26;2.8;2.04;1.75;1.78;2.04
SP1;05/02/11;Ath Bilbao;Sp Gijon;3;0;H;2;0;H;13;6;6;1;15;14;9;3;4;2;0;1;1.67;3.5;5.5;1.67;3.61;5.27;1.99;1.77;1.94;1.94
SP1;05/02/11;Barcelona;Ath Madrid;3;0;H;2;0;H;15;10;8;4;11;15;5;5;2;3;0;0;1.14;7.5;17.0;1.14;7.92;15.62;1.26;3.54;1.89;1.99
SP1;05/02/11;Getafe;La Coruna;4;1;H;3;0;H;19;19;10;8;12;8;5;7;5;4;0;0;1.83;3.5;4.33;1.84;3.44;4.31;2.08;1.71;1.86;2.01
SP1;05/02/11;Osasuna;Mallorca;1;1;D;1;1;D;16;8;5;4;16;14;5;4;1;1;0;0;2.1;3.3;3.5;2.05;3.3;3.64;2.22;1.62;2.02;1.84
SP1;05/02/11;Villarreal;Levante;0;1;A;0;0;D;14;11;4;4;10;14;6;7;2;7;0;0;1.25;5.25;13.0;1.26;5.52;11.21;1.55;2.35;1.78;2.09
SP1;05/02/11;Zaragoza;Santander;1;1;D;1;1;D;18;13;5;4;20;22;4;5;4;3;0;0;2.0;3.3;3.75;2.05;3.29;3.67;2.16;1.65;2.05;1.82
SP1;06/02/11;Real Madrid;Sociedad;4;1;H;3;0;H;30;14;8;4;7;10;11;3;2;3;0;0;1.17;6.5;19.0;1.16;6.99;16.62;1.32;3.12;2.02;1.86
SP1;06/02/11;Sevilla;Malaga;0;0;D;0;0;D;9;6;2;1;17;16;7;4;4;4;0;0;1.53;4.0;6.0;1.52;4.09;6.12;1.58;2.25;1.88;1.99
SP1;06/02/11;Valencia;Hercules;2;0;H;1;0;H;15;7;7;3;17;14;4;2;3;2;0;0;1.44;4.2;7.5;1.45;4.25;7.25;1.74;2.05;1.78;2.09
SP1;12/02/11;Ath Madrid;Valencia;1;2;A;1;1;D;15;11;5;2;14;17;13;5;2;4;1;0;2.1;3.4;3.4;2.09;3.34;3.46;1.84;1.94;2.08;1.81
SP1;12/02/11;Santander;Sevilla;3;2;H;2;1;H;8;19;4;6;19;10;1;7;4;3;1;0;3.0;3.4;2.3;2.93;3.27;2.38;1.96;1.81;2.1;1.75
SP1;12/02/11;Sp Gijon;Barcelona;1;1;D;1;0;H;7;15;1;6;17;8;4;10;4;6;0;0;15.0;8.0;1.14;14.82;7.14;1.16;1.4;2.77;2.01;1.86
SP1;13/02/11;Espanol;Real Madrid;0;1;A;0;1;A;19;19;5;10;11;9;5;9;2;2;0;1;7.0;4.33;1.44;6.92;4.47;1.43;1.61;2.21;1.84;2.04
SP1;13/02/11;Hercules;Zaragoza;2;1;H;0;1;A;7;11;5;6;12;17;2;3;1;3;0;0;2.0;3.4;3.75;2.02;3.34;3.64;2.02;1.76;2.02;1.86
SP1;13/02/11;La Coruna;Villarreal;1;0;H;0;0;D;12;3;3;2;16;12;2;2;1;2;0;0;3.5;3.3;2.1;3.43;3.33;2.1;2.0;1.78;2.45;1.52
SP1;13/02/11;Levante;Almeria;1;0;H;0;0;D;11;12;4;3;16;17;7;9;3;2;0;0;2.3;3.3;3.1;2.29;3.27;3.06;1.93;1.84;1.64;2.24
SP1;13/02/11;Malaga;Getafe;2;2;D;0;2;A;20;8;6;5;13;15;9;3;2;4;0;0;2.1;3.4;3.4;2.11;3.35;3.37;1.81;1.96;1.52;2.49
SP1;13/02/11;Sociedad;Osasuna;1;0;H;0;0;D;19;12;9;1;10;15;5;3;1;3;0;1;2.1;3.25;3.6;2.08;3.27;3.55;2.05;1.74;1.5;2.54
SP1;14/02/11;Mallorca;Ath Bilbao;1;0;H;1;0;H;11;12;5;3;15;11;3;9;2;2;0;0;2.1;3.4;3.4;2.16;3.3;3.27;1.91;1.85;1.56;2.38
SP1;19/02/11;Real Madrid;Levante;2;0;H;2;0;H;25;3;11;1;8;11;13;2;2;2;0;0;1.14;7.5;17.0;1.14;7.97;17.53;1.33;3.18;1.94;1.95
SP1;19/02/11;Valencia;Sp Gijon;0;0;D;0;0;D;12;7;2;0;13;5;12;4;1;0;0;0;1.44;4.33;7.0;1.49;4.09;6.82;1.74;2.05;1.91;1.95
SP1;19/02/11;Zaragoza;Ath Madrid;0;1;A;0;0;D;14;16;2;7;15;15;4;5;3;3;0;0;2.88;3.3;2.4;2.8;3.29;2.5;1.91;1.86;2.0;1.82
SP1;20/02/11;Almeria;La Coruna;1;1;D;0;0;D;12;8;4;4;15;17;3;7;1;4;0;0;2.05;3.3;3.6;2.11;3.29;3.51;2.13;1.69;1.5;2.53
SP1;20/02/11;Barcelona;Ath Bilbao;2;1;H;1;0;H;20;5;5;4;9;18;11;1;3;3;0;0;1.13;7.5;21.0;1.13;8.39;18.4;1.25;3.65;1.95;1.92
SP1;20/02/11;Getafe;Santander;0;1;A;0;0;D;6;8;1;4;13;12;8;4;1;2;1;0;1.8;3.5;4.5;1.84;3.45;4.34;2.0;1.78;1.86;2.02
SP1;20/02/11;Osasuna;Espanol;4;0;H;1;0;H;15;11;8;0;19;12;8;8;2;2;0;0;2.2;3.3;3.25;2.16;3.27;3.4;2.19;1.65;1.51;2.48
SP1;20/02/11;Sevilla;Hercules;1;0;H;1;0;H;17;7;6;3;14;16;6;8;2;3;0;0;1.57;3.8;6.0;1.57;3.89;5.89;1.7;2.11;2.0;1.87
SP1;20/02/11;Villarreal;Malaga;1;1;D;1;0;H;15;6;7;2;14;23;3;1;1;1;0;0;1.5;4.1;6.5;1.51;4.1;6.37;1.53;2.39;1.94;1.94
SP1;21/02/11;Sociedad;Mallorca;1;0;H;0;0;D;12;9;4;2;13;17;11;5;1;2;0;0;2.05;3.3;3.6;2.12;3.29;3.5;2.02;1.77;1.52;2.48
SP1;26/02/11;Ath Madrid;Sevilla;2;2;D;0;1;A;19;15;11;5;15;10;9;3;2;2;0;0;2.1;3.4;3.4;2.12;3.32;3.43;1.82;1.96;1.54;2.43
SP1;26/02/11;Espanol;Sociedad;4;1;H;1;1;D;11;14;4;5;13;16;4;6;1;1;0;0;1.95;3.3;4.0;1.99;3.29;3.85;1.99;1.79;2.03;1.85
SP1;26/02/11;La Coruna;Real Madrid;0;0;D;0;0;D;4;21;1;9;21;13;4;11;4;3;0;0;7.5;4.5;1.4;8.01;4.56;1.39;1.7;2.09;1.86;2.03
SP1;26/02/11;Mallorca;Barcelona;0;3;A;0;1;A;8;7;3;4;12;9;5;2;1;0;0;0;8.5;5.0;1.33;8.66;4.75;1.36;1.66;2.16;1.73;2.13
SP1;26/02/11;Sp Gijon;Zaragoza;0;0;D;0;0;D;13;12;5;0;15;11;4;3;3;4;0;0;1.91;3.4;4.0;1.94;3.36;3.99;2.14;1.66;1.97;1.91
SP1;27/02/11;Ath Bilbao;Valencia;1;2;A;1;0;H;17;11;6;5;19;14;7;5;3;4;0;0;2.3;3.3;3.1;2.31;3.29;3.04;1.96;1.82;1.67;2.19
SP1;27/02/11;Hercules;Getafe;0;0;D;0;0;D;11;17;5;7;12;15;7;9;1;2;1;0;2.3;3.3;3.1;2.31;3.28;3.04;1.92;1.85;1.66;2.2
SP1;27/02/11;Levante;Osasuna;2;1;H;1;1;D;14;8;7;4;13;16;5;1;3;2;0;0;2.4;3.2;3.0;2.33;3.23;3.04;2.17;1.65;1.66;2.2
SP1;27/02/11;Santander;Villarreal;2;2;D;1;0;H;17;17;9;2;11;7;6;8;2;3;0;0;2.8;3.25;2.5;2.8;3.21;2.51;2.14;1.67;2.0;1.83
SP1;28/02/11;Malaga;Almeria;3;1;H;0;1;A;18;15;8;5;12;20;6;5;4;1;0;2;1.85;3.4;4.33;1.87;3.42;4.13;1.87;1.89;1.88;2.0
SP1;01/03/11;Espanol;Mallorca;1;2;A;1;0;H;10;16;3;6;20;18;0;9;5;3;0;0;2.1;3.3;3.5;2.14;3.26;3.5;2.03;1.76;1.53;2.46
SP1;01/03/11;Sevilla;Sp Gijon;3;0;H;2;0;H;16;3;8;0;17;15;2;1;2;1;0;1;1.57;4.0;5.5;1.53;3.92;6.49;1.86;1.92;1.94;1.94
SP1;02/03/11;Getafe;Ath Madrid;1;1;D;1;0;H;11;13;3;3;15;13;7;8;4;2;0;0;2.7;3.25;2.6;2.64;3.29;2.61;1.91;1.86;1.95;1.87
SP1;02/03/11;Osasuna;La Coruna;0;0;D;0;0;D;19;5;6;3;14;16;8;4;2;2;0;0;1.95;3.3;4.0;1.95;3.29;3.99;2.31;1.57;1.99;1.89
SP1;02/03/11;Sociedad;Levante;1;1;D;0;0;D;14;11;1;1;15;20;4;6;1;4;0;0;1.91;3.4;4.0;1.9;3.41;4.06;1.98;1.8;1.91;1.95
SP1;02/03/11;Valencia;Barcelona;0;1;A;0;0;D;7;20;1;8;18;7;8;4;4;1;0;0;5.5;4.0;1.57;5.67;3.9;1.58;1.62;2.22;1.87;2.0
SP1;02/03/11;Villarreal;Hercules;1;0;H;1;0;H;18;6;7;3;8;18;5;4;2;2;0;0;1.5;4.0;7.0;1.49;3.98;6.95;1.81;1.96;1.91;1.96
SP1;02/03/11;Zaragoza;Ath Bilbao;2;1;H;0;1;A;18;9;5;3;19;18;8;3;4;2;0;0;2.6;3.25;2.7;2.58;3.25;2.69;2.04;1.76;1.88;1.94
SP1;03/03/11;Almeria;Santander;1;1;D;0;1;A;20;6;6;3;17;12;15;5;2;4;0;1;2.38;3.25;3.0;2.3;3.2;3.12;2.19;1.63;1.64;2.22
SP1;03/03/11;Real Madrid;Malaga;7;0;H;3;0;H;20;5;13;1;18;14;5;2;1;2;0;1;1.14;7.5;17.0;1.16;7.14;15.69;1.34;3.08;1.93;1.94
SP1;05/03/11;Ath Madrid;Villarreal;3;1;H;1;1;D;16;8;6;2;19;7;11;2;3;3;0;0;2.1;3.4;3.4;2.14;3.37;3.37;1.85;1.93;1.52;2.46
SP1;05/03/11;Barcelona;Zaragoza;1;0;H;1;0;H;23;3;12;1;9;12;13;2;1;1;0;0;1.1;9.0;21.0;1.1;9.56;21.19;1.35;3.05;1.96;1.92
SP1;05/03/11;Mallorca;Valencia;1;2;A;1;1;D;10;11;4;6;16;14;7;6;2;0;0;0;2.7;3.2;2.6;2.63;3.23;2.68;2.06;1.73;1.87;1.95
SP1;06/03/11;Ath Bilbao;Sevilla;2;0;H;0;0;D;15;12;6;3;17;19;12;8;1;3;0;0;2.4;3.3;2.9;2.41;3.3;2.89;1.86;1.92;1.72;2.13
SP1;06/03/11;Hercules;Almeria;1;2;A;0;0;D;13;8;3;6;11;12;4;1;3;4;0;0;2.0;3.4;3.75;1.99;3.35;3.77;2.0;1.79;1.99;1.88
SP1;06/03/11;Levante;Espanol;1;0;H;1;0;H;13;11;5;2;16;11;2;5;3;5;0;0;2.38;3.2;3.0;2.36;3.26;3.01;2.11;1.7;1.66;2.21
SP1;06/03/11;Malaga;Osasuna;0;1;A;0;0;D;20;15;4;4;20;25;6;8;0;6;0;0;2.0;3.3;3.75;2.03;3.33;3.66;2.03;1.77;2.03;1.84
SP1;06/03/11;Santander;Real Madrid;1;3;A;0;2;A;7;21;3;8;22;10;3;3;2;2;0;0;8.0;4.75;1.36;7.29;4.25;1.45;1.75;2.05;2.01;1.87
SP1;06/03/11;Sp Gijon;Getafe;2;0;H;2;0;H;16;12;4;0;20;15;8;1;2;4;1;0;2.3;3.25;3.1;2.27;3.24;3.17;2.22;1.63;1.6;2.31
SP1;07/03/11;La Coruna;Sociedad;2;1;H;1;0;H;14;5;3;2;9;9;6;2;2;1;0;0;2.2;3.25;3.25;2.17;3.24;3.39;2.21;1.63;1.52;2.46
SP1;12/03/11;Almeria;Ath Madrid;2;2;D;0;1;A;12;17;6;7;19;13;6;7;2;3;0;0;3.25;3.4;2.15;3.29;3.35;2.17;1.9;1.87;2.37;1.57
SP1;12/03/11;Real Madrid;Hercules;2;0;H;1;0;H;22;9;11;4;9;12;8;7;0;1;0;0;1.14;7.5;17.0;1.13;8.13;19.03;1.35;3.06;1.91;1.98
SP1;12/03/11;Zaragoza;Valencia;4;0;H;2;0;H;9;3;6;1;17;20;1;3;2;2;0;1;2.9;3.25;2.4;2.93;3.27;2.39;1.98;1.8;2.13;1.7
SP1;13/03/11;Espanol;La Coruna;2;0;H;0;0;D;13;6;6;2;12;19;9;5;2;2;0;1;2.0;3.3;3.8;1.96;3.29;3.91;2.28;1.59;1.98;1.89
SP1;13/03/11;Levante;Mallorca;1;1;D;1;0;H;8;15;2;7;11;7;4;6;4;2;0;0;2.25;3.2;3.25;2.23;3.24;3.22;2.12;1.68;1.57;2.35
SP1;13/03/11;Osasuna;Santander;3;1;H;2;0;H;12;10;3;3;13;17;7;8;2;2;1;0;2.0;3.3;3.8;2.04;3.25;3.72;2.25;1.59;2.05;1.82
SP1;13/03/11;Sevilla;Barcelona;1;1;D;0;1;A;11;12;3;6;20;11;0;4;5;2;0;0;7.5;4.5;1.4;7.72;4.62;1.39;1.57;2.28;2.05;1.83
SP1;13/03/11;Sociedad;Malaga;0;2;A;0;1;A;14;10;5;5;23;14;8;2;2;2;0;0;2.0;3.4;3.75;1.99;3.35;3.77;2.09;1.7;2.0;1.86
SP1;13/03/11;Villarreal;Sp Gijon;1;1;D;1;0;H;12;14;3;5;13;14;4;2;2;2;0;2;1.6;3.8;5.75;1.62;3.71;5.61;1.89;1.88;2.15;1.73
SP1;14/03/11;Getafe;Ath Bilbao;2;2;D;0;0;D;14;12;3;5;16;15;6;4;4;2;0;0;2.3;3.25;2.8;2.4;3.27;2.87;1.95;1.82;1.75;2.07
SP1;19/03/11;Ath Madrid;Real Madrid;1;2;A;0;2;A;16;17;9;8;16;15;12;1;2;3;0;0;5.25;4.0;1.62;5.41;3.98;1.6;1.59;2.27;1.83;2.05
SP1;19/03/11;Barcelona;Getafe;2;1;H;1;0;H;14;8;6;3;12;10;5;3;3;2;0;0;1.13;8.5;17.0;1.12;8.65;19.38;1.34;3.14;1.97;1.92
SP1;19/03/11;Mallorca;Zaragoza;1;0;H;0;0;D;11;6;5;1;20;18;2;3;4;2;0;1;1.95;3.4;3.8;1.94;3.36;4.0;2.15;1.68;1.96;1.91
SP1;20/03/11;Ath Bilbao;Villarreal;0;1;A;0;0;D;15;9;6;4;22;5;10;2;2;1;0;0;2.3;3.4;3.0;2.27;3.31;3.12;1.92;1.86;1.62;2.28
SP1;20/03/11;Hercules;Osasuna;0;4;A;0;2;A;18;13;6;7;18;13;7;3;2;4;0;0;2.15;3.25;3.4;2.14;3.24;3.47;2.33;1.58;1.51;2.53
SP1;20/03/11;La Coruna;Levante;0;1;A;0;0;D;11;20;3;6;15;8;6;6;2;2;0;0;2.1;3.4;3.4;2.07;3.27;3.64;2.32;1.58;2.07;1.81
SP1;20/03/11;Malaga;Espanol;2;0;H;2;0;H;11;10;7;2;17;18;6;9;1;2;0;0;2.0;3.4;3.75;2.06;3.4;3.53;1.87;1.91;2.04;1.84
SP1;20/03/11;Santander;Sociedad;2;1;H;1;0;H;16;11;3;5;18;14;5;5;1;2;0;0;2.0;3.5;3.6;2.0;3.34;3.78;2.05;1.74;2.0;1.88
SP1;20/03/11;Sp Gijon;Almeria;1;0;H;1;0;H;9;15;4;5;18;24;0;3;3;3;0;0;1.91;3.4;4.0;1.95;3.32;3.99;2.17;1.66;1.95;1.92
SP1;20/03/11;Valencia;Sevilla;0;1;A;0;0;D;26;23;9;10;14;13;9;6;2;1;0;0;1.95;3.5;3.7;1.97;3.41;3.82;1.88;1.9;1.99;1.88
SP1;02/04/11;Getafe;Valencia;2;4;A;1;0;H;13;12;6;5;11;11;7;7;1;2;0;0;2.8;3.25;2.5;2.87;3.3;2.44;1.92;1.86;2.08;1.76
SP1;02/04/11;Real Madrid;Sp Gijon;0;1;A;0;0;D;33;4;13;1;17;14;10;1;4;3;0;0;1.14;7.5;17.0;1.16;7.36;15.65;1.45;2.64;2.03;1.85
SP1;02/04/11;Villarreal;Barcelona;0;1;A;0;0;D;7;10;3;6;10;14;3;8;2;4;0;0;5.5;3.8;1.62;5.24;3.86;1.63;1.59;2.26;2.04;1.84
SP1;03/04/11;Espanol;Santander;1;2;A;1;0;H;8;7;4;5;11;27;6;2;1;3;0;0;1.91;3.4;4.0;1.94;3.39;3.97;2.13;1.68;1.96;1.91
