Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BbAvH,BbAvD,BbAvA,BbAv>2.5,BbAv<2.5,BbAvAHH,BbAvAHA,temp_max,lluvia_mm,viento_kmh,elo_local,elo_visitante,dif_elo
SP1,26/10/2002,Barcelona,Alaves,6,1,H,4.0,0.0,H,,,,,,,,,,,,,14.0,375.0,7.0,,,,,,,,20.1,0.0,8.5,1881.63,1749.35,132.2800000000002
SP1,26/10/2002,Celta,Ath Madrid,0,0,D,0.0,0.0,D,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,19.4,0.0,19.6,1858.93,1712.26,146.67000000000007
SP1,26/10/2002,Real Madrid,Villarreal,1,1,D,1.0,1.0,D,,,,,,,,,,,,,125.0,45.0,10.0,,,,,,,,17.7,0.0,7.3,1937.53,1721.2,216.32999999999993
SP1,27/10/2002,Malaga,Espanol,3,4,A,3.0,1.0,H,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,22.1,0.0,7.3,1821.0,1721.6,99.40000000000009
SP1,27/10/2002,Mallorca,Osasuna,2,0,H,0.0,0.0,D,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,22.5,0.0,10.0,1740.59,1702.38,38.20999999999981
SP1,27/10/2002,Sevilla,Valladolid,2,1,H,2.0,0.0,H,,,,,,,,,,,,,21.0,32.0,3.0,,,,,,,,28.0,0.0,12.2,1764.12,1746.21,17.909999999999854
SP1,27/10/2002,Sociedad,Santander,2,1,H,0.0,1.0,A,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,18.7,0.2,16.5,1807.11,1723.9,83.20999999999981
SP1,02/11/2002,Ath Madrid,Vallecano,2,0,H,1.0,0.0,H,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,16.9,0.0,9.5,1717.74,1764.19,-46.450000000000045
SP1,02/11/2002,La Coruna,Real Madrid,0,0,D,0.0,0.0,D,,,,,,,,,,,,,2375.0,31.0,2625.0,,,,,,,,19.3,13.5,37.4,1842.01,1890.95,-48.940000000000055
SP1,02/11/2002,Valladolid,Mallorca,1,3,A,1.0,1.0,D,,,,,,,,,,,,,21.0,32.0,3.0,,,,,,,,16.6,3.1,17.5,1745.62,1756.32,-10.700000000000045
SP1,03/11/2002,Osasuna,Recreativo,0,1,A,0.0,0.0,D,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,14.3,3.6,16.3,1698.73,1625.95,72.77999999999997
SP1,03/11/2002,Santander,Barcelona,1,1,D,1.0,0.0,H,,,,,,,,,,,,,3.0,32.0,21.0,,,,,,,,18.3,3.8,24.9,1731.68,1882.95,-151.26999999999998
SP1,03/11/2002,Espanol,Valencia,0,1,A,0.0,0.0,D,,,,,,,,,,,,,3.0,3.0,22.0,,,,,,,,20.8,0.6,11.0,1736.06,1935.99,-199.93000000000006
SP1,03/11/2002,Villarreal,Sociedad,0,1,A,0.0,1.0,A,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,24.9,0.0,9.7,1737.14,1808.26,-71.11999999999989
SP1,03/11/2002,Ath Bilbao,Celta,2,1,H,0.0,1.0,A,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,18.2,3.5,18.2,1701.93,1840.03,-138.0999999999999
SP1,03/11/2002,Betis,Malaga,3,0,H,0.0,0.0,D,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,25.5,0.0,13.0,1806.22,1803.04,3.1800000000000637
SP1,03/11/2002,Alaves,Sevilla,1,0,H,0.0,0.0,D,,,,,,,,,,,,,2.0,3.0,34.0,,,,,,,,14.5,6.6,15.5,1731.29,1758.73,-27.440000000000055
SP1,09/11/2002,Barcelona,Villarreal,1,0,H,0.0,0.0,D,,,,,,,,,,,,,136.0,375.0,8.0,,,,,,,,18.5,0.0,19.6,1882.95,1737.14,145.80999999999995
SP1,09/11/2002,Malaga,Osasuna,1,0,H,0.0,0.0,D,,,,,,,,,,,,,157.0,35.0,5.0,,,,,,,,24.9,0.0,19.2,1803.04,1698.73,104.30999999999995
SP1,09/11/2002,Sociedad,La Coruna,1,1,D,1.0,1.0,D,,,,,,,,,,,,,225.0,32.0,275.0,,,,,,,,15.0,22.9,30.4,1808.26,1842.01,-33.75
SP1,09/11/2002,Valencia,Betis,1,1,D,0.0,0.0,D,,,,,,,,,,,,,166.0,33.0,45.0,,,,,,,,24.2,0.0,24.3,1935.99,1806.22,129.76999999999998
SP1,09/11/2002,Vallecano,Real Madrid,2,3,A,1.0,1.0,D,,,,,,,,,,,,,375.0,33.0,18.0,,,,,,,,18.8,0.0,13.7,1764.19,1890.95,-126.75999999999999
SP1,10/11/2002,Mallorca,Alaves,3,1,H,1.0,0.0,H,,,,,,,,,,,,,166.0,33.0,45.0,,,,,,,,20.0,0.0,17.6,1756.32,1731.29,25.029999999999973
SP1,10/11/2002,Sevilla,Santander,1,0,H,1.0,0.0,H,,,,,,,,,,,,,21.0,32.0,3.0,,,,,,,,23.0,0.0,9.5,1758.73,1731.68,27.049999999999955
SP1,10/11/2002,Recreativo,Valladolid,1,3,A,0.0,2.0,A,,,,,,,,,,,,,23.0,32.0,262.0,,,,,,,,21.9,0.0,15.6,1625.95,1745.62,-119.66999999999985
SP1,10/11/2002,Celta,Espanol,1,0,H,1.0,0.0,H,,,,,,,,,,,,,157.0,35.0,5.0,,,,,,,,16.4,0.7,25.4,1840.03,1736.06,103.97000000000003
SP1,10/11/2002,Ath Madrid,Ath Bilbao,3,3,D,1.0,0.0,H,,,,,,,,,,,,,172.0,32.0,433.0,,,,,,,,18.3,0.0,11.2,1717.74,1701.93,15.809999999999945
SP1,16/11/2002,La Coruna,Barcelona,2,0,H,0.0,0.0,D,,,,,,,,,,,,,22.0,3.0,3.0,,,,,,,,12.6,25.4,29.5,1857.44,1889.81,-32.36999999999989
SP1,16/11/2002,Villarreal,Sevilla,1,0,H,0.0,0.0,D,,,,,,,,,,,,,2.0,32.0,32.0,,,,,,,,16.9,0.0,18.5,1730.22,1761.56,-31.339999999999918
SP1,17/11/2002,Santander,Mallorca,1,2,A,1.0,1.0,D,,,,,,,,,,,,,24.0,3.0,27.0,,,,,,,,13.4,5.7,21.7,1731.92,1781.49,-49.569999999999936
SP1,17/11/2002,Real Madrid,Sociedad,0,0,D,0.0,0.0,D,,,,,,,,,,,,,1533.0,34.0,55.0,,,,,,,,10.4,0.6,8.0,1896.56,1818.61,77.95000000000005
SP1,17/11/2002,Osasuna,Valencia,1,0,H,1.0,0.0,H,,,,,,,,,,,,,375.0,33.0,18.0,,,,,,,,11.3,0.0,8.4,1686.73,1940.71,-253.98000000000002
SP1,17/11/2002,Valladolid,Malaga,0,0,D,0.0,0.0,D,,,,,,,,,,,,,22.0,325.0,275.0,,,,,,,,10.0,0.3,12.3,1746.58,1803.2,-56.62000000000012
SP1,17/11/2002,Espanol,Ath Madrid,1,2,A,0.0,0.0,D,,,,,,,,,,,,,23.0,31.0,27.0,,,,,,,,15.2,0.0,8.3,1730.92,1729.77,1.150000000000091
SP1,17/11/2002,Ath Bilbao,Vallecano,2,1,H,0.0,1.0,A,,,,,,,,,,,,,18.0,33.0,375.0,,,,,,,,13.2,0.1,17.8,1717.81,1751.59,-33.77999999999997
SP1,17/11/2002,Alaves,Recreativo,3,0,H,2.0,0.0,H,,,,,,,,,,,,,1667.0,33.0,45.0,,,,,,,,10.2,0.5,9.9,1734.22,1631.18,103.03999999999996
SP1,17/11/2002,Betis,Celta,2,1,H,0.0,0.0,D,,,,,,,,,,,,,2.0,3.0,35.0,,,,,,,,16.1,0.1,13.9,1826.02,1838.42,-12.400000000000091
SP1,23/11/2002,Barcelona,Real Madrid,0,0,D,0.0,0.0,D,,,,,,,,,,,,,23.0,3.0,28.0,,,,,,,,16.9,0.0,14.4,1889.81,1896.56,-6.75
SP1,23/11/2002,Sevilla,La Coruna,1,1,D,1.0,0.0,H,,,,,,,,,,,,,2875.0,3.0,225.0,,,,,,,,16.5,4.3,17.5,1761.56,1857.44,-95.88000000000011
SP1,23/11/2002,Vallecano,Sociedad,0,0,D,0.0,0.0,D,,,,,,,,,,,,,2875.0,3.0,225.0,,,,,,,,10.9,5.6,22.9,1751.59,1818.61,-67.01999999999998
SP1,24/11/2002,Valencia,Valladolid,2,0,H,2.0,0.0,H,,,,,,,,,,,,,1364.0,375.0,8.0,,,,,,,,15.1,4.2,9.4,1940.71,1746.58,194.1300000000001
SP1,24/11/2002,Recreativo,Santander,2,1,H,0.0,1.0,A,,,,,,,,,,,,,25.0,2875.0,2625.0,,,,,,,,14.5,6.6,31.6,1631.18,1731.92,-100.74000000000001
SP1,24/11/2002,Mallorca,Villarreal,1,1,D,0.0,1.0,A,,,,,,,,,,,,,1571.0,325.0,55.0,,,,,,,,16.8,4.6,36.7,1781.49,1730.22,51.26999999999998
SP1,24/11/2002,Celta,Osasuna,0,0,D,0.0,0.0,D,,,,,,,,,,,,,15.0,34.0,6.0,,,,,,,,11.7,0.7,18.6,1838.42,1686.73,151.69000000000005
SP1,24/11/2002,Ath Madrid,Betis,1,0,H,1.0,0.0,H,,,,,,,,,,,,,225.0,32.0,275.0,,,,,,,,8.2,7.5,15.5,1729.77,1826.02,-96.25
SP1,24/11/2002,Ath Bilbao,Espanol,4,1,H,1.0,1.0,D,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,13.2,2.8,16.2,1717.81,1730.92,-13.110000000000127
SP1,24/11/2002,Malaga,Alaves,0,0,D,0.0,0.0,D,,,,,,,,,,,,,1667.0,325.0,45.0,,,,,,,,14.0,16.4,22.5,1803.2,1734.22,68.98000000000002
SP1,30/11/2002,Osasuna,Ath Madrid,1,0,H,0.0,0.0,D,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,10.1,9.6,18.9,1686.73,1729.77,-43.039999999999964
SP1,01/12/2002,Sociedad,Barcelona,2,1,H,1.0,1.0,D,,,,,,,,,,,,,225.0,3.0,2875.0,,,,,,,,13.0,36.3,28.1,1815.66,1880.42,-64.75999999999999
SP1,01/12/2002,Valladolid,Celta,0,2,A,0.0,1.0,A,,,,,,,,,,,,,2375.0,31.0,2625.0,,,,,,,,10.2,4.5,23.5,1735.61,1815.41,-79.80000000000018
SP1,01/12/2002,Santander,Malaga,1,0,H,1.0,0.0,H,,,,,,,,,,,,,225.0,3.0,2875.0,,,,,,,,14.7,24.9,31.3,1707.82,1789.78,-81.96000000000004
SP1,01/12/2002,Villarreal,Recreativo,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1667.0,33.0,45.0,,,,,,,,16.4,0.5,12.4,1734.05,1625.94,108.1099999999999
SP1,01/12/2002,Espanol,Vallecano,3,1,H,1.0,0.0,H,,,,,,,,,,,,,2.0,32.0,32.0,,,,,,,,13.3,1.1,10.9,1703.98,1738.35,-34.36999999999989
SP1,01/12/2002,Betis,Ath Bilbao,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1727.0,31.0,45.0,,,,,,,,17.7,0.0,13.4,1822.49,1728.76,93.73000000000002
SP1,01/12/2002,Alaves,Valencia,0,0,D,0.0,0.0,D,,,,,,,,,,,,,3.0,32.0,21.0,,,,,,,,10.3,22.4,16.1,1727.33,1918.29,-190.96000000000004
SP1,01/12/2002,La Coruna,Mallorca,2,2,D,1.0,2.0,A,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,14.9,18.7,28.8,1856.72,1780.11,76.61000000000013
SP1,07/12/2002,Malaga,Villarreal,1,1,D,0.0,0.0,D,,,,,,,,,,,,,1909.0,325.0,34.0,,,,,,,,14.9,0.0,8.9,1789.78,1734.05,55.73000000000002
SP1,07/12/2002,Recreativo,La Coruna,1,1,D,1.0,1.0,D,,,,,,,,,,,,,4.0,31.0,18.0,,,,,,,,15.7,0.0,11.5,1625.94,1856.72,-230.77999999999997
SP1,07/12/2002,Sevilla,Sociedad,0,1,A,0.0,0.0,D,,,,,,,,,,,,,27.0,3.0,2375.0,,,,,,,,15.2,0.0,11.2,1749.11,1815.66,-66.55000000000018
SP1,07/12/2002,Valencia,Santander,2,0,H,1.0,0.0,H,,,,,,,,,,,,,14.0,36.0,75.0,,,,,,,,14.5,0.0,8.9,1918.29,1707.82,210.47000000000003
SP1,07/12/2002,Vallecano,Barcelona,1,0,H,0.0,0.0,D,,,,,,,,,,,,,28.0,3.0,23.0,,,,,,,,9.6,0.0,13.1,1738.35,1880.42,-142.07000000000016
SP1,08/12/2002,Mallorca,Real Madrid,1,5,A,1.0,1.0,D,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,13.0,1.4,8.2,1780.11,1880.95,-100.84000000000015
SP1,08/12/2002,Espanol,Betis,2,4,A,0.0,2.0,A,,,,,,,,,,,,,27.0,3.0,2375.0,,,,,,,,10.8,1.7,6.0,1703.98,1822.49,-118.50999999999999
SP1,08/12/2002,Ath Bilbao,Osasuna,1,3,A,1.0,3.0,A,,,,,,,,,,,,,1727.0,34.0,4.0,,,,,,,,10.0,1.4,7.7,1728.76,1705.47,23.289999999999964
SP1,08/12/2002,Ath Madrid,Valladolid,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1667.0,325.0,45.0,,,,,,,,8.3,0.0,6.5,1734.1,1735.61,-1.509999999999991
SP1,08/12/2002,Celta,Alaves,2,1,H,2.0,0.0,H,,,,,,,,,,,,,1667.0,325.0,45.0,,,,,,,,12.0,0.0,12.8,1815.41,1727.33,88.08000000000015
SP1,14/12/2002,Alaves,Ath Madrid,2,0,H,2.0,0.0,H,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,12.2,0.4,25.7,1727.33,1734.1,-6.769999999999982
SP1,14/12/2002,Villarreal,Valencia,0,2,A,0.0,0.0,D,,,,,,,,,,,,,3.0,3.0,22.0,,,,,,,,16.4,0.9,15.1,1734.05,1918.29,-184.24
SP1,15/12/2002,Santander,Celta,3,0,H,0.0,0.0,D,,,,,,,,,,,,,27.0,3.0,24.0,,,,,,,,15.1,0.0,18.3,1706.54,1819.28,-112.74000000000001
SP1,15/12/2002,Valladolid,Ath Bilbao,2,0,H,0.0,0.0,D,,,,,,,,,,,,,22.0,3.0,3.0,,,,,,,,7.7,0.0,20.2,1712.64,1704.27,8.370000000000118
SP1,15/12/2002,Sociedad,Mallorca,2,1,H,0.0,0.0,D,,,,,,,,,,,,,18.0,33.0,375.0,,,,,,,,13.5,0.0,17.6,1825.18,1763.81,61.37000000000012
SP1,15/12/2002,Real Madrid,Recreativo,4,2,H,1.0,2.0,A,,,,,,,,,,,,,1143.0,6.0,12.0,,,,,,,,8.4,0.0,11.7,1881.15,1620.39,260.76
SP1,15/12/2002,Betis,Vallecano,0,1,A,0.0,1.0,A,,,,,,,,,,,,,1444.0,375.0,6.0,,,,,,,,17.3,0.0,11.3,1811.58,1732.2,79.37999999999988
SP1,15/12/2002,La Coruna,Malaga,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1615.0,325.0,5.0,,,,,,,,13.3,0.0,27.0,1836.42,1783.77,52.65000000000009
SP1,15/12/2002,Barcelona,Sevilla,0,3,A,0.0,1.0,A,,,,,,,,,,,,,14.0,375.0,7.0,,,,,,,,13.0,0.0,15.4,1860.99,1735.44,125.54999999999995
SP1,15/12/2002,Osasuna,Espanol,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,9.8,0.0,9.4,1713.77,1698.51,15.259999999999991
SP1,21/12/2002,Ath Bilbao,Alaves,2,0,H,1.0,0.0,H,,,,,,,,,,,,,21.0,32.0,3.0,,,,,,,,16.7,0.0,17.2,1704.27,1730.01,-25.74000000000001
SP1,21/12/2002,Ath Madrid,Santander,1,2,A,0.0,1.0,A,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,9.8,0.0,6.8,1724.72,1706.54,18.180000000000064
SP1,21/12/2002,Celta,Villarreal,3,1,H,2.0,1.0,H,,,,,,,,,,,,,1615.0,325.0,5.0,,,,,,,,15.4,2.0,29.3,1819.28,1727.78,91.5
SP1,21/12/2002,Malaga,Real Madrid,2,3,A,2.0,0.0,H,,,,,,,,,,,,,32.0,32.0,2.0,,,,,,,,16.0,0.0,11.4,1783.77,1881.15,-97.38000000000011
SP1,21/12/2002,Mallorca,Barcelona,0,4,A,0.0,2.0,A,,,,,,,,,,,,,22.0,3.0,3.0,,,,,,,,15.2,0.0,13.1,1763.81,1860.99,-97.18000000000006
SP1,21/12/2002,Vallecano,Sevilla,0,1,A,0.0,0.0,D,,,,,,,,,,,,,1909.0,32.0,35.0,,,,,,,,10.1,0.0,6.2,1732.2,1735.44,-3.240000000000009
SP1,22/12/2002,Betis,Osasuna,2,1,H,1.0,0.0,H,,,,,,,,,,,,,1667.0,33.0,45.0,,,,,,,,18.1,0.0,8.7,1811.58,1713.77,97.80999999999995
SP1,22/12/2002,Espanol,Valladolid,1,0,H,1.0,0.0,H,,,,,,,,,,,,,21.0,32.0,3.0,,,,,,,,14.3,0.0,7.6,1698.51,1712.64,-14.13000000000011
SP1,22/12/2002,Recreativo,Sociedad,1,3,A,1.0,1.0,D,,,,,,,,,,,,,32.0,32.0,2.0,,,,,,,,17.2,0.0,15.8,1620.39,1825.18,-204.78999999999996
SP1,22/12/2002,Valencia,La Coruna,0,1,A,0.0,1.0,A,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,17.0,0.0,10.4,1922.5,1836.42,86.07999999999993
SP1,02/01/2003,Real Madrid,Sevilla,3,0,H,2.0,0.0,H,,,,,,,,,,,,,1222.0,5.0,10.0,,,,,,,,10.6,0.4,23.7,1890.6,1766.64,123.95999999999981
SP1,04/01/2003,Santander,Ath Bilbao,3,4,A,3.0,1.0,H,,,,,,,,,,,,,1909.0,32.0,35.0,,,,,,,,10.7,8.4,27.6,1732.28,1705.65,26.62999999999988
SP1,04/01/2003,Valladolid,Betis,3,0,H,0.0,0.0,D,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,9.2,0.0,19.2,1714.1,1804.6,-90.5
SP1,04/01/2003,La Coruna,Celta,3,0,H,1.0,0.0,H,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,12.2,9.5,23.2,1853.44,1809.79,43.65000000000009
SP1,04/01/2003,Osasuna,Vallecano,0,1,A,0.0,1.0,A,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,8.2,1.8,16.6,1715.08,1734.61,-19.529999999999973
SP1,05/01/2003,Alaves,Espanol,2,1,H,1.0,1.0,D,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,8.8,1.1,13.3,1719.98,1699.61,20.37000000000012
SP1,05/01/2003,Barcelona,Recreativo,3,0,H,2.0,0.0,H,,,,,,,,,,,,,125.0,5.0,8.0,,,,,,,,10.0,0.0,7.4,1854.07,1611.65,242.41999999999985
SP1,05/01/2003,Real Madrid,Valencia,4,1,H,1.0,0.0,H,,,,,,,,,,,,,18.0,31.0,4.0,,,,,,,,7.2,9.5,19.7,1890.6,1910.67,-20.070000000000164
SP1,05/01/2003,Sevilla,Mallorca,3,0,H,2.0,0.0,H,,,,,,,,,,,,,225.0,3.0,2875.0,,,,,,,,16.8,1.1,25.0,1766.64,1743.9,22.74000000000001
SP1,05/01/2003,Sociedad,Malaga,2,2,D,2.0,1.0,H,,,,,,,,,,,,,1615.0,325.0,5.0,,,,,,,,10.4,3.0,19.1,1836.29,1771.72,64.56999999999994
SP1,05/01/2003,Villarreal,Ath Madrid,4,3,H,3.0,2.0,H,,,,,,,,,,,,,23.0,3.0,28.0,,,,,,,,14.3,0.5,14.0,1721.13,1715.11,6.020000000000209
SP1,11/01/2003,Valencia,Sociedad,2,2,D,1.0,0.0,H,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,9.5,0.0,13.7,1910.67,1836.29,74.38000000000011
SP1,11/01/2003,Celta,Real Madrid,0,1,A,0.0,1.0,A,,,,,,,,,,,,,3.0,32.0,21.0,,,,,,,,9.5,0.0,23.5,1809.79,1890.6,-80.80999999999995
SP1,12/01/2003,Ath Bilbao,Villarreal,0,1,A,0.0,1.0,A,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,4.2,2.0,15.5,1705.65,1721.13,-15.480000000000018
SP1,12/01/2003,Ath Madrid,La Coruna,3,1,H,1.0,1.0,D,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,4.4,0.0,13.7,1715.11,1853.44,-138.33000000000015
SP1,12/01/2003,Betis,Alaves,2,2,D,1.0,0.0,H,,,,,,,,,,,,,1667.0,31.0,5.0,,,,,,,,10.0,0.0,19.7,1804.6,1719.98,84.61999999999989
SP1,12/01/2003,Espanol,Santander,3,0,H,1.0,0.0,H,,,,,,,,,,,,,21.0,3.0,32.0,,,,,,,,8.3,0.0,9.2,1699.61,1732.28,-32.67000000000007
SP1,12/01/2003,Malaga,Barcelona,0,0,D,0.0,0.0,D,,,,,,,,,,,,,2625.0,31.0,2375.0,,,,,,,,10.4,3.0,10.9,1771.72,1854.07,-82.34999999999991
SP1,12/01/2003,Osasuna,Valladolid,1,1,D,0.0,1.0,A,,,,,,,,,,,,,2.0,3.0,34.0,,,,,,,,-0.5,0.0,17.9,1715.08,1714.1,0.9800000000000182
SP1,12/01/2003,Recreativo,Sevilla,0,0,D,0.0,0.0,D,,,,,,,,,,,,,2625.0,31.0,2375.0,,,,,,,,10.4,0.0,19.1,1611.65,1766.64,-154.99
SP1,12/01/2003,Vallecano,Mallorca,1,2,A,0.0,0.0,D,,,,,,,,,,,,,225.0,32.0,275.0,,,,,,,,4.6,0.0,12.9,1734.61,1743.9,-9.290000000000191
SP1,18/01/2003,Sociedad,Celta,1,0,H,0.0,0.0,D,,,,,,,,,,,,,1727.0,32.0,4333.0,,,,,,,,14.8,0.0,25.0,1836.34,1793.74,42.59999999999991
SP1,18/01/2003,Barcelona,Valencia,2,4,A,1.0,2.0,A,,,,,,,,,,,,,22.0,3.0,3.0,,,,,,,,10.1,0.0,9.5,1857.05,1895.15,-38.100000000000136
SP1,19/01/2003,Alaves,Osasuna,1,1,D,1.0,0.0,H,,,,,,,,,,,,,1909.0,32.0,35.0,,,,,,,,9.6,12.4,15.7,1729.43,1704.84,24.590000000000146
SP1,19/01/2003,La Coruna,Ath Bilbao,2,1,H,0.0,0.0,D,,,,,,,,,,,,,1571.0,35.0,5.0,,,,,,,,11.9,10.7,35.5,1848.43,1706.69,141.74
SP1,19/01/2003,Mallorca,Recreativo,1,1,D,0.0,0.0,D,,,,,,,,,,,,,1444.0,36.0,65.0,,,,,,,,14.8,2.4,25.0,1743.03,1610.9,132.12999999999988
SP1,19/01/2003,Real Madrid,Ath Madrid,2,2,D,2.0,1.0,H,,,,,,,,,,,,,15.0,34.0,6.0,,,,,,,,8.7,6.6,17.7,1915.66,1723.29,192.37000000000012
SP1,19/01/2003,Santander,Betis,0,1,A,0.0,0.0,D,,,,,,,,,,,,,2375.0,2875.0,28.0,,,,,,,,13.8,6.1,38.9,1709.74,1785.78,-76.03999999999996
SP1,19/01/2003,Sevilla,Malaga,0,0,D,0.0,0.0,D,,,,,,,,,,,,,22.0,3.0,3.0,,,,,,,,14.3,3.2,21.7,1767.93,1775.79,-7.8599999999999
SP1,19/01/2003,Vallecano,Valladolid,0,1,A,0.0,1.0,A,,,,,,,,,,,,,2.0,3.0,34.0,,,,,,,,9.6,6.6,17.7,1734.01,1730.57,3.4400000000000546
SP1,19/01/2003,Villarreal,Espanol,0,0,D,0.0,0.0,D,,,,,,,,,,,,,1833.0,32.0,375.0,,,,,,,,16.4,0.2,15.6,1736.47,1706.08,30.3900000000001
SP1,25/01/2003,Ath Madrid,Sociedad,1,2,A,0.0,0.0,D,,,,,,,,,,,,,25.0,31.0,25.0,,,,,,,,12.8,0.0,15.1,1723.29,1836.34,-113.04999999999995
SP1,26/01/2003,Recreativo,Vallecano,2,1,H,0.0,1.0,A,,,,,,,,,,,,,237.0,31.0,262.0,,,,,,,,18.8,0.0,15.1,1610.9,1734.01,-123.1099999999999
SP1,26/01/2003,Osasuna,Santander,3,1,H,2.0,1.0,H,,,,,,,,,,,,,2.0,32.0,32.0,,,,,,,,7.6,1.6,25.8,1704.84,1709.74,-4.900000000000091
SP1,26/01/2003,Malaga,Mallorca,1,0,H,0.0,0.0,D,,,,,,,,,,,,,225.0,3.0,287.0,,,,,,,,16.8,0.0,12.6,1775.79,1743.03,32.75999999999999
SP1,26/01/2003,Ath Bilbao,Real Madrid,1,1,D,0.0,0.0,D,,,,,,,,,,,,,375.0,32.0,183.0,,,,,,,,11.4,4.2,25.6,1706.69,1915.66,-208.97000000000003
SP1,26/01/2003,Celta,Barcelona,2,0,H,0.0,0.0,D,,,,,,,,,,,,,23.0,32.0,262.0,,,,,,,,15.6,0.0,20.0,1793.74,1857.05,-63.309999999999945
SP1,26/01/2003,Betis,Villarreal,2,1,H,1.0,0.0,H,,,,,,,,,,,,,166.0,325.0,45.0,,,,,,,,17.3,0.0,16.0,1785.78,1736.47,49.309999999999945
SP1,26/01/2003,Valencia,Sevilla,1,0,H,1.0,0.0,H,,,,,,,,,,,,,14.0,375.0,7.0,,,,,,,,18.2,0.0,14.2,1895.15,1767.93,127.22000000000003
SP1,26/01/2003,Espanol,La Coruna,3,1,H,3.0,1.0,H,,,,,,,,,,,,,28.0,3.0,23.0,,,,,,,,12.7,0.0,10.8,1706.08,1848.43,-142.35000000000014
SP1,26/01/2003,Valladolid,Alaves,1,3,A,0.0,1.0,A,,,,,,,,,,,,,19.0,32.0,35.0,,,,,,,,11.6,0.0,13.3,1730.57,1729.43,1.1399999999998727
SP1,01/02/2003,Ath Madrid,Barcelona,3,0,H,1.0,0.0,H,,,,,,,,,,,,,23.0,3.0,28.0,,,,,,,,7.0,0.0,12.0,1723.12,1833.51,-110.3900000000001
SP1,02/02/2003,Valencia,Mallorca,1,0,H,0.0,0.0,D,,,,,,,,,,,,,153.0,34.0,55.0,,,,,,,,17.9,0.0,20.3,1911.17,1732.35,178.82000000000016
SP1,02/02/2003,Betis,La Coruna,0,2,A,0.0,0.0,D,,,,,,,,,,,,,225.0,3.0,287.0,,,,,,,,15.3,0.0,8.5,1798.67,1837.38,-38.710000000000036
SP1,02/02/2003,Osasuna,Villarreal,0,1,A,0.0,1.0,A,,,,,,,,,,,,,19.0,32.0,35.0,,,,,,,,6.1,4.5,15.1,1716.51,1728.65,-12.1400000000001
SP1,02/02/2003,Valladolid,Santander,2,1,H,1.0,1.0,D,,,,,,,,,,,,,18.0,325.0,375.0,,,,,,,,9.3,0.0,20.8,1726.16,1692.85,33.31000000000017
SP1,02/02/2003,Malaga,Recreativo,4,0,H,0.0,0.0,D,,,,,,,,,,,,,161.0,325.0,5.0,,,,,,,,15.8,0.0,8.9,1782.94,1625.31,157.6300000000001
SP1,02/02/2003,Alaves,Vallecano,1,1,D,0.0,1.0,A,,,,,,,,,,,,,172.0,32.0,433.0,,,,,,,,5.3,5.3,10.2,1741.01,1715.07,25.940000000000055
SP1,02/02/2003,Celta,Sevilla,0,1,A,0.0,0.0,D,,,,,,,,,,,,,166.0,325.0,45.0,,,,,,,,11.7,1.6,18.1,1799.42,1762.8,36.62000000000012
SP1,02/02/2003,Ath Bilbao,Sociedad,3,0,H,1.0,0.0,H,,,,,,,,,,,,,262.0,31.0,237.0,,,,,,,,11.1,9.9,20.4,1707.36,1848.2,-140.84000000000015
SP1,02/02/2003,Espanol,Real Madrid,2,2,D,2.0,0.0,H,,,,,,,,,,,,,375.0,325.0,18.0,,,,,,,,11.5,0.0,10.8,1723.01,1905.45,-182.44000000000005
