Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BbAvH,BbAvD,BbAvA,BbAv>2.5,BbAv<2.5,BbAvAHH,BbAvAHA,temp_max,lluvia_mm,viento_kmh,elo_local,elo_visitante,dif_elo
SP1,17/10/1993,Vallecano,Celta,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,3.0,19.4,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Valladolid,Zaragoza,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,9.3,19.5,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Tenerife,Real Madrid,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,1.4,26.1,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Santander,Sevilla,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,10.1,14.0,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Oviedo,Albacete,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,13.4,12.1,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Lerida,Sp Gijon,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0,7.3,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,La Coruna,Barcelona,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,4.7,30.3,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Ath Madrid,Sociedad,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,2.6,18.1,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Ath Bilbao,Osasuna,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,1.8,16.2,1668.1924606870487,1668.1924606870487,0.0
SP1,17/10/1993,Logrones,Valencia,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,0.1,11.6,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Sociedad,Santander,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.0,12.8,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Zaragoza,La Coruna,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,0.0,28.6,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Valencia,Ath Bilbao,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.0,11.3,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Sp Gijon,Vallecano,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,3.7,13.0,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Sevilla,Tenerife,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,18.1,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Barcelona,Oviedo,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,0.0,6.9,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Osasuna,Valladolid,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.8,16.5,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Celta,Logrones,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,23.5,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Real Madrid,Lerida,5,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,0.0,12.3,1668.1924606870487,1668.1924606870487,0.0
SP1,24/10/1993,Albacete,Ath Madrid,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,0.0,9.8,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Valencia,Celta,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,3.1,8.0,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Tenerife,Sociedad,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,0.0,24.9,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Santander,Albacete,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,0.4,17.4,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Oviedo,Zaragoza,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,0.0,9.4,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Vallecano,Real Madrid,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,6.2,8.0,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Lerida,Sevilla,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,1.6,15.5,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,La Coruna,Osasuna,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,0.4,9.1,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Ath Madrid,Barcelona,4,3,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,7.0,6.6,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Ath Bilbao,Valladolid,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,1.2,13.6,1668.1924606870487,1668.1924606870487,0.0
SP1,31/10/1993,Logrones,Sp Gijon,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,1.0,13.2,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Zaragoza,Ath Madrid,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,1.9,23.0,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Valladolid,La Coruna,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,0.5,15.5,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Sp Gijon,Valencia,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,9.0,17.9,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Sociedad,Lerida,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,11.1,22.6,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Sevilla,Vallecano,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,0.2,12.9,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Real Madrid,Logrones,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,0.1,7.9,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Celta,Ath Bilbao,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,3.4,19.4,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Barcelona,Santander,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,3.4,8.6,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Albacete,Tenerife,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,0.0,17.2,1668.1924606870487,1668.1924606870487,0.0
SP1,07/11/1993,Osasuna,Oviedo,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,1.5,16.6,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Santander,Zaragoza,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,0.2,13.7,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Valencia,Real Madrid,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,0.0,10.2,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Tenerife,Barcelona,2,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,7.7,37.7,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Oviedo,Valladolid,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.1,10.8,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Vallecano,Sociedad,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0,6.8,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Lerida,Albacete,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,0.0,5.8,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Ath Bilbao,La Coruna,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,1.1,15.5,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Logrones,Sevilla,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,0.1,6.1,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Celta,Sp Gijon,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,0.4,17.7,1668.1924606870487,1668.1924606870487,0.0
SP1,10/11/1993,Ath Madrid,Osasuna,3,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,0.0,5.0,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Zaragoza,Tenerife,6,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,0.0,22.5,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Valladolid,Ath Madrid,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,0.0,11.2,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Sp Gijon,Ath Bilbao,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,0.0,12.4,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Sevilla,Valencia,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.0,10.0,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Sociedad,Logrones,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.0,15.0,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Osasuna,Santander,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,9.5,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,La Coruna,Oviedo,4,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,0.2,15.0,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Barcelona,Lerida,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,2.4,5.6,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Albacete,Vallecano,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,0.0,11.2,1668.1924606870487,1668.1924606870487,0.0
SP1,21/11/1993,Real Madrid,Celta,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.6,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Vallecano,Barcelona,2,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,4.3,9.7,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Valencia,Sociedad,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,0.0,16.2,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Tenerife,Osasuna,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,20.6,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Sp Gijon,Real Madrid,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,9.4,16.1,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Santander,Valladolid,5,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,4.6,14.2,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Logrones,Albacete,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.6,9.4,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Celta,Sevilla,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,29.7,37.1,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Ath Madrid,La Coruna,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,4.0,9.7,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Ath Bilbao,Oviedo,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.2,19.1,1668.1924606870487,1668.1924606870487,0.0
SP1,28/11/1993,Lerida,Zaragoza,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.0,11.7,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Zaragoza,Vallecano,4,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,0.0,15.9,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Valladolid,Tenerife,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,0.1,6.9,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Sociedad,Celta,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,1.5,11.1,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Sevilla,Sp Gijon,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,0.1,8.6,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Real Madrid,Ath Bilbao,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,7.6,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Oviedo,Ath Madrid,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,2.9,4.6,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,La Coruna,Santander,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,9.4,14.3,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Barcelona,Logrones,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,0.0,10.0,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Albacete,Valencia,3,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,10.9,1668.1924606870487,1668.1924606870487,0.0
SP1,05/12/1993,Osasuna,Lerida,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,0.0,11.2,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Sp Gijon,Sociedad,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,8.4,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Vallecano,Osasuna,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6.8,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Valencia,Barcelona,0,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,11.1,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Santander,Oviedo,1,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,0.0,11.9,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Tenerife,La Coruna,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0,25.2,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Logrones,Zaragoza,2,2,D,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,0.0,8.6,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Lerida,Valladolid,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,0.0,14.4,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Real Madrid,Sevilla,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,0.0,6.8,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Celta,Albacete,1,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,0.0,7.6,1668.1924606870487,1668.1924606870487,0.0
SP1,12/12/1993,Ath Bilbao,Ath Madrid,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,0.0,12.1,1668.1924606870487,1668.1924606870487,0.0
SP1,19/12/1993,Valladolid,Vallecano,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,18.1,1668.1924606870487,1668.1924606870487,0.0
SP1,19/12/1993,Sociedad,Real Madrid,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,0.8,20.5,1668.1924606870487,1668.1924606870487,0.0
SP1,19/12/1993,Sevilla,Ath Bilbao,1,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,0.0,12.2,1668.1924606870487,1668.1924606870487,0.0
SP1,19/12/1993,Oviedo,Tenerife,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,0.9,13.1,1668.1924606870487,1668.1924606870487,0.0
