Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BbAvH,BbAvD,BbAvA,BbAv>2.5,BbAv<2.5,BbAvAHH,BbAvAHA,temp_max,lluvia_mm,viento_kmh
SP1,25/04/1999,Tenerife,Betis,3,2,H,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,21.7,0.0,20.0
SP1,01/05/1999,Real Madrid,Espanol,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,14.8,0.3,10.2
SP1,01/05/1999,Valencia,Alaves,5,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,20.6,0.0,21.7
SP1,02/05/1999,Ath Bilbao,Ath Madrid,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,16.1,5.3,12.5
SP1,02/05/1999,Barcelona,La Coruna,4,0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,19.7,0.2,21.4
SP1,02/05/1999,Betis,Mallorca,1,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,19.9,2.4,10.1
SP1,02/05/1999,Celta,Salamanca,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.1,0.5,16.3
SP1,02/05/1999,Extremadura,Sociedad,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,18.3,1.3,10.0
SP1,02/05/1999,Santander,Oviedo,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.9,1.5,14.7
SP1,02/05/1999,Valladolid,Villarreal,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.5,1.2,14.9
SP1,02/05/1999,Zaragoza,Tenerife,3,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,19.4,1.0,9.7
SP1,08/05/1999,Sociedad,Real Madrid,3,2,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,18.4,1.0,12.0
SP1,09/05/1999,Alaves,Valladolid,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0,16.3
SP1,09/05/1999,Ath Madrid,Betis,2,3,A,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.8,0.0,16.5
SP1,09/05/1999,Espanol,Celta,3,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0,15.2
SP1,09/05/1999,La Coruna,Ath Bilbao,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,16.4,3.8,34.7
SP1,09/05/1999,Mallorca,Zaragoza,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.6,0.0,13.0
SP1,09/05/1999,Oviedo,Extremadura,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,21.5,0.3,13.0
SP1,09/05/1999,Salamanca,Valencia,0,1,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,21.3,0.0,24.8
SP1,09/05/1999,Tenerife,Santander,2,2,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,17.3
SP1,09/05/1999,Villarreal,Barcelona,2,3,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.1,0.0,14.3
SP1,14/05/1999,Santander,Mallorca,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.6,23.0,15.8
SP1,15/05/1999,Barcelona,Valladolid,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,20.9,1.9,12.1
SP1,16/05/1999,Ath Bilbao,Villarreal,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,15.6,11.9,14.2
SP1,16/05/1999,Betis,La Coruna,0,3,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,22.5,0.6,24.0
SP1,16/05/1999,Celta,Sociedad,2,2,D,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,15.2,8.4,20.0
SP1,16/05/1999,Extremadura,Tenerife,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.3,0.7,22.5
SP1,16/05/1999,Real Madrid,Oviedo,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,17.9,1.8,24.0
SP1,16/05/1999,Salamanca,Alaves,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,13.9,5.4,22.0
SP1,16/05/1999,Valencia,Espanol,1,2,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,21.8,4.7,17.7
SP1,16/05/1999,Zaragoza,Ath Madrid,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.0,6.6,26.9
SP1,22/05/1999,Alaves,Barcelona,1,4,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,15.8,0.0,12.6
SP1,23/05/1999,Ath Madrid,Santander,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,26.5,0.0,11.0
SP1,23/05/1999,Espanol,Salamanca,4,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,19.4,0.0,11.1
SP1,23/05/1999,La Coruna,Zaragoza,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,20.5,0.0,21.2
SP1,23/05/1999,Mallorca,Extremadura,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.8,0.0,17.7
SP1,23/05/1999,Oviedo,Celta,1,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,18.3,0.0,10.5
SP1,23/05/1999,Sociedad,Valencia,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.0,0.6,10.6
SP1,23/05/1999,Tenerife,Real Madrid,2,3,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,22.2,0.0,23.9
SP1,23/05/1999,Valladolid,Ath Bilbao,0,3,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,23.4,0.0,13.2
SP1,23/05/1999,Villarreal,Betis,3,4,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,21.7,0.0,14.5
SP1,29/05/1999,Ath Bilbao,Barcelona,1,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,22.4,0.0,21.9
SP1,29/05/1999,Valencia,Oviedo,3,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,25.3,0.0,15.6
SP1,30/05/1999,Betis,Valladolid,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,28.7,0.0,14.0
SP1,30/05/1999,Celta,Tenerife,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,18.3,4.7,23.6
SP1,30/05/1999,Espanol,Alaves,3,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.2,0.0,16.2
SP1,30/05/1999,Extremadura,Ath Madrid,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,27.1,0.0,12.5
SP1,30/05/1999,Real Madrid,Mallorca,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,26.1,0.0,12.1
SP1,30/05/1999,Salamanca,Sociedad,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,23.3,0.0,12.3
SP1,30/05/1999,Santander,La Coruna,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,22.6,0.6,18.0
SP1,30/05/1999,Zaragoza,Villarreal,4,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,29.8,0.2,18.5
SP1,12/06/1999,Ath Madrid,Real Madrid,3,1,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,29.7,0.4,12.0
SP1,12/06/1999,La Coruna,Extremadura,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,17.9,0.0,26.2
SP1,12/06/1999,Valladolid,Zaragoza,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,29.1,0.0,17.7
SP1,13/06/1999,Ath Bilbao,Alaves,5,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,17.6,0.0,11.7
SP1,13/06/1999,Barcelona,Betis,4,1,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.1,1.9,12.0
SP1,13/06/1999,Mallorca,Celta,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,26.9,0.0,14.0
SP1,13/06/1999,Oviedo,Salamanca,3,2,H,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,17.4,0.2,11.0
SP1,13/06/1999,Sociedad,Espanol,1,2,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,17.2,0.0,12.0
SP1,13/06/1999,Tenerife,Valencia,3,2,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,21.9,0.0,22.1
SP1,13/06/1999,Villarreal,Santander,3,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.6,0.0,11.2
SP1,19/06/1999,Salamanca,Tenerife,1,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,27.6,0.0,14.7
SP1,19/06/1999,Santander,Valladolid,0,2,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,19.4,0.3,13.8
SP1,20/06/1999,Alaves,Sociedad,2,1,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,18.8,0.0,12.6
SP1,20/06/1999,Betis,Ath Bilbao,1,4,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,37.8,0.0,14.4
SP1,20/06/1999,Celta,Ath Madrid,0,1,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,25.5,0.0,25.9
SP1,20/06/1999,Espanol,Oviedo,2,1,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,23.2,0.0,12.6
SP1,20/06/1999,Extremadura,Villarreal,2,2,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,35.9,0.0,8.3
SP1,20/06/1999,Real Madrid,La Coruna,3,1,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,30.2,0.0,9.5
SP1,20/06/1999,Valencia,Mallorca,3,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,27.9,0.0,18.2
SP1,20/06/1999,Zaragoza,Barcelona,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,26.2,0.0,27.0
SP1,21/08/1999,Ath Bilbao,Betis,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0,13.0
SP1,21/08/1999,Mallorca,Real Madrid,1,2,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,30.3,0.0,14.5
SP1,21/08/1999,Valencia,Santander,1,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,30.5,0.0,16.6
SP1,22/08/1999,Ath Madrid,Vallecano,0,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,34.4,0.0,13.1
SP1,22/08/1999,Barcelona,Zaragoza,2,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,27.5,0.0,13.8
SP1,22/08/1999,La Coruna,Alaves,4,1,H,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,23.3,0.0,18.4
SP1,22/08/1999,Malaga,Espanol,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,8.6
SP1,22/08/1999,Numancia,Valladolid,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,30.4,0.0,17.3
SP1,22/08/1999,Oviedo,Celta,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,23.1,0.0,9.8
SP1,22/08/1999,Sevilla,Sociedad,2,2,D,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0,11.0
SP1,28/08/1999,Sociedad,Ath Madrid,4,1,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,21.9,1.5,13.0
SP1,29/08/1999,Alaves,Malaga,2,1,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,14.3
SP1,29/08/1999,Betis,La Coruna,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,34.7,0.0,16.0
SP1,29/08/1999,Celta,Sevilla,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.3,0.0,16.7
SP1,29/08/1999,Espanol,Valencia,3,2,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,25.9,2.2,13.1
SP1,29/08/1999,Real Madrid,Numancia,4,1,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,31.7,0.0,10.8
SP1,29/08/1999,Santander,Barcelona,1,2,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,15.1
SP1,29/08/1999,Valladolid,Ath Bilbao,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,30.7,0.0,22.1
SP1,29/08/1999,Vallecano,Mallorca,2,1,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,32.4,0.0,10.8
SP1,29/08/1999,Zaragoza,Oviedo,4,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,31.9,0.0,20.9
SP1,11/09/1999,Barcelona,Espanol,3,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,26.2,0.0,10.1
SP1,11/09/1999,La Coruna,Valladolid,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,22.4,0.6,14.8
SP1,11/09/1999,Valencia,Alaves,0,2,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,27.7,0.0,9.2
SP1,12/09/1999,Ath Bilbao,Real Madrid,2,2,D,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,23.2,4.4,14.4
SP1,12/09/1999,Ath Madrid,Celta,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,30.4,0.0,11.6
SP1,12/09/1999,Malaga,Betis,3,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.7,0.0,11.7
SP1,12/09/1999,Mallorca,Numancia,3,0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,27.8,0.0,9.4
SP1,12/09/1999,Oviedo,Santander,1,2,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,17.6,10.7,11.6
SP1,12/09/1999,Sevilla,Zaragoza,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,33.5,0.0,15.5
SP1,12/09/1999,Vallecano,Sociedad,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,30.5,0.0,12.2
SP1,18/09/1999,Alaves,Barcelona,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,18.7,0.0,24.5
SP1,18/09/1999,Betis,Valencia,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.5,0.0,23.8
SP1,18/09/1999,Espanol,Oviedo,2,1,H,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,22.4,1.2,15.8
SP1,18/09/1999,Real Madrid,La Coruna,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.0,0.0,25.0
SP1,18/09/1999,Valladolid,Malaga,4,2,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,18.5,6.1,29.2
SP1,19/09/1999,Celta,Vallecano,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.5,21.6,25.3
SP1,19/09/1999,Numancia,Ath Bilbao,1,1,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,12.9,28.1,27.6
SP1,19/09/1999,Santander,Sevilla,2,2,D,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,19.1,5.8,31.0
SP1,19/09/1999,Sociedad,Mallorca,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.0,15.3,29.6
SP1,19/09/1999,Zaragoza,Ath Madrid,1,1,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,20.3,10.1,21.2
SP1,25/09/1999,Barcelona,Betis,4,1,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,26.1,0.0,12.7
SP1,25/09/1999,Malaga,Real Madrid,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,22.7,8.5,10.4
SP1,25/09/1999,Sociedad,Celta,0,2,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,22.2,18.3,14.1
SP1,25/09/1999,Valencia,Valladolid,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,27.8,0.4,21.4
SP1,26/09/1999,Ath Madrid,Santander,2,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,20.1,0.0,11.0
SP1,26/09/1999,La Coruna,Numancia,0,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,17.7,0.4,25.9
SP1,26/09/1999,Mallorca,Ath Bilbao,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,24.9,0.7,19.8
SP1,26/09/1999,Oviedo,Alaves,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,20.1,0.2,9.0
SP1,26/09/1999,Sevilla,Espanol,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,24.0,0.0,9.3
SP1,26/09/1999,Vallecano,Zaragoza,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,20.1,0.0,10.6
SP1,02/10/1999,Numancia,Malaga,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,19.7,0.0,18.2
SP1,02/10/1999,Valladolid,Barcelona,0,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,21.6,0.0,16.9
SP1,03/10/1999,Alaves,Sevilla,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,14.4,4.5,17.3
SP1,03/10/1999,Ath Bilbao,La Coruna,2,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,16.2,7.5,24.8
SP1,03/10/1999,Betis,Oviedo,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,27.2,0.0,10.4
SP1,03/10/1999,Celta,Mallorca,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,17.7,0.0,22.2
SP1,03/10/1999,Espanol,Ath Madrid,3,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,23.6,2.7,8.7
SP1,03/10/1999,Real Madrid,Valencia,2,3,A,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,20.3,0.0,17.6
SP1,03/10/1999,Santander,Vallecano,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,15.7,7.8,28.6
SP1,03/10/1999,Zaragoza,Sociedad,2,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,18.1,0.0,32.4
SP1,11/10/1999,Ath Madrid,Alaves,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,22.6,0.0,7.3
SP1,12/10/1999,Malaga,Ath Bilbao,3,4,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,21.4,13.0,9.4
SP1,12/10/1999,Mallorca,La Coruna,2,2,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,23.7,0.0,20.3
SP1,12/10/1999,Sevilla,Betis,3,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,22.6,7.3,13.9
SP1,13/10/1999,Barcelona,Real Madrid,2,2,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,22.6,5.6,10.1
SP1,13/10/1999,Celta,Zaragoza,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,18.8,4.9,9.8
SP1,13/10/1999,Oviedo,Valladolid,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,15.4,8.5,8.9
SP1,13/10/1999,Sociedad,Santander,2,5,A,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.1,2.6,15.1
SP1,13/10/1999,Valencia,Numancia,4,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.6,0.4,12.4
SP1,13/10/1999,Vallecano,Espanol,2,1,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.1,0.4,13.6
SP1,16/10/1999,Ath Bilbao,Valencia,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.0,0.1,18.1
SP1,16/10/1999,La Coruna,Malaga,4,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,17.3,16.3,18.5
SP1,16/10/1999,Numancia,Barcelona,3,3,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,18.2,0.0,19.1
SP1,16/10/1999,Real Madrid,Oviedo,2,2,D,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,17.9,0.8,12.6
SP1,16/10/1999,Santander,Celta,3,0,H,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,25.4,2.0,24.2
SP1,17/10/1999,Alaves,Vallecano,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,15.2,9.9,8.7
SP1,17/10/1999,Betis,Ath Madrid,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,19.5,1.4,19.7
SP1,17/10/1999,Espanol,Sociedad,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.8,8.9,9.2
SP1,17/10/1999,Valladolid,Sevilla,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,13.7,4.5,7.5
SP1,17/10/1999,Zaragoza,Mallorca,3,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,18.2,9.3,14.8
SP1,23/10/1999,Barcelona,Ath Bilbao,4,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,20.4,1.9,21.9
SP1,23/10/1999,Sevilla,Real Madrid,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,20.8,2.2,27.3
SP1,23/10/1999,Valencia,La Coruna,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,22.9,0.0,24.3
SP1,24/10/1999,Ath Madrid,Valladolid,3,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,14.1,11.1,30.1
SP1,24/10/1999,Celta,Espanol,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,15.2,43.2,40.1
SP1,24/10/1999,Mallorca,Malaga,2,1,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.2,1.9,34.4
SP1,24/10/1999,Oviedo,Numancia,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,16.9,3.1,21.3
SP1,24/10/1999,Sociedad,Alaves,1,1,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,20.1,1.9,36.1
SP1,24/10/1999,Vallecano,Betis,1,3,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,14.3,11.0,30.9
SP1,24/10/1999,Zaragoza,Santander,4,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,19.8,9.1,21.9
SP1,30/10/1999,La Coruna,Barcelona,2,1,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,16.4,6.5,40.0
SP1,30/10/1999,Malaga,Valencia,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,21.8,0.0,9.2
SP1,30/10/1999,Real Madrid,Ath Madrid,1,3,A,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,15.5,0.2,19.8
SP1,31/10/1999,Alaves,Celta,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,19.6,0.0,16.2
SP1,31/10/1999,Ath Bilbao,Oviedo,1,1,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,21.1,0.0,19.1
SP1,31/10/1999,Betis,Sociedad,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0,10.1
SP1,31/10/1999,Espanol,Zaragoza,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,21.1,0.0,12.4
SP1,31/10/1999,Numancia,Sevilla,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,16.6,0.0,12.2
SP1,31/10/1999,Santander,Mallorca,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,21.9,0.0,19.2
SP1,31/10/1999,Valladolid,Vallecano,1,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,11.9
SP1,06/11/1999,Vallecano,Real Madrid,2,3,A,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,17.3,0.0,14.8
SP1,07/11/1999,Ath Madrid,Numancia,2,2,D,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,15.7,0.0,16.2
SP1,07/11/1999,Barcelona,Malaga,1,2,A,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,17.0,0.0,13.8
SP1,07/11/1999,Celta,Betis,5,1,H,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,16.8,0.0,9.2
SP1,07/11/1999,Mallorca,Valencia,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,17.1,0.4,26.3
SP1,07/11/1999,Oviedo,La Coruna,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,14.1,0.0,6.4
SP1,07/11/1999,Santander,Espanol,2,2,D,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,14.2,0.2,10.4
SP1,07/11/1999,Sevilla,Ath Bilbao,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,22.9,0.0,10.5
SP1,07/11/1999,Sociedad,Valladolid,3,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,12.0,0.6,14.9
SP1,07/11/1999,Zaragoza,Alaves,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,13.6,0.0,42.8
SP1,20/11/1999,Ath Bilbao,Ath Madrid,4,2,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,6.3,18.2,18.7
SP1,20/11/1999,Valencia,Barcelona,3,1,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,11.2,0.0,13.2
SP1,21/11/1999,Betis,Zaragoza,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,13.7,0.0,14.3
SP1,21/11/1999,Espanol,Mallorca,1,2,A,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,,5.8,2.4,6.5
SP1,21/11/1999,Malaga,Oviedo,4,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,12.7,0.0,18.1
SP1,21/11/1999,Numancia,Vallecano,3,1,H,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,-0.8,1.1,25.0
SP1,21/11/1999,Real Madrid,Sociedad,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,4.3,0.3,19.0
SP1,21/11/1999,Valladolid,Celta,1,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,4.5,3.2,19.8
SP1,22/11/1999,La Coruna,Sevilla,5,2,H,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,9.8
