Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BbAvH,BbAvD,BbAvA,BbAv>2.5,BbAv<2.5,BbAvAHH,BbAvAHA,temp_max,lluvia_mm,viento_kmh
SP1,21/01/2013,Betis,Ath Bilbao,1,1,D,1.0,1.0,D,10.0,16.0,2.0,5.0,14.0,12.0,5.0,8.0,4.0,3.0,0.0,0.0,191.0,35.0,4.0,192.0,35.0,396.0,18.0,2.0,,,13.7,2.4,24.0
SP1,26/01/2013,Celta,Sociedad,1,1,D,1.0,0.0,H,11.0,17.0,4.0,4.0,15.0,8.0,5.0,8.0,4.0,3.0,1.0,0.0,22.0,34.0,32.0,22.0,334.0,326.0,195.0,185.0,,,14.2,1.1,22.4
SP1,26/01/2013,La Coruna,Valencia,2,3,A,2.0,1.0,H,11.0,22.0,7.0,12.0,17.0,10.0,8.0,13.0,2.0,2.0,2.0,0.0,288.0,32.0,25.0,294.0,328.0,241.0,201.0,179.0,,,14.3,0.6,28.8
SP1,26/01/2013,Levante,Valladolid,2,1,H,1.0,1.0,D,16.0,11.0,7.0,5.0,12.0,10.0,3.0,5.0,3.0,1.0,0.0,0.0,2.0,34.0,375.0,198.0,336.0,385.0,208.0,174.0,,,19.2,0.0,29.4
SP1,26/01/2013,Zaragoza,Espanol,0,0,D,0.0,0.0,D,14.0,5.0,4.0,2.0,16.0,17.0,5.0,5.0,1.0,3.0,1.0,1.0,205.0,34.0,35.0,214.0,329.0,346.0,217.0,168.0,,,12.1,1.5,44.1
SP1,27/01/2013,Ath Bilbao,Ath Madrid,3,0,H,0.0,0.0,D,22.0,17.0,10.0,6.0,9.0,14.0,8.0,9.0,1.0,4.0,0.0,0.0,3.0,325.0,238.0,301.0,327.0,235.0,203.0,177.0,,,13.5,13.8,27.1
SP1,27/01/2013,Barcelona,Osasuna,5,1,H,3.0,1.0,H,19.0,3.0,9.0,1.0,11.0,9.0,8.0,2.0,1.0,1.0,0.0,1.0,107.0,11.0,29.0,108.0,104.0,2522.0,125.0,381.0,,,13.6,0.0,9.8
SP1,27/01/2013,Mallorca,Malaga,2,3,A,1.0,2.0,A,23.0,5.0,3.0,3.0,13.0,16.0,13.0,3.0,3.0,3.0,0.0,1.0,3.0,32.0,24.0,294.0,321.0,242.0,211.0,172.0,,,14.5,0.0,20.6
SP1,27/01/2013,Real Madrid,Getafe,4,0,H,0.0,0.0,D,22.0,6.0,13.0,3.0,8.0,17.0,11.0,3.0,2.0,6.0,0.0,0.0,114.0,75.0,17.0,115.0,773.0,1517.0,128.0,353.0,,,8.9,3.3,17.5
SP1,27/01/2013,Vallecano,Betis,3,0,H,1.0,0.0,H,10.0,13.0,6.0,5.0,20.0,17.0,8.0,5.0,5.0,4.0,0.0,0.0,225.0,33.0,32.0,224.0,334.0,314.0,187.0,192.0,,,9.5,3.3,17.5
SP1,28/01/2013,Sevilla,Granada,3,0,H,1.0,0.0,H,23.0,7.0,9.0,3.0,11.0,18.0,6.0,4.0,2.0,4.0,0.0,0.0,14.0,44.0,8.0,141.0,445.0,777.0,176.0,204.0,,,15.0,0.0,15.6
SP1,01/02/2013,Valladolid,Ath Bilbao,2,2,D,2.0,1.0,H,10.0,18.0,3.0,9.0,8.0,10.0,7.0,7.0,1.0,2.0,0.0,0.0,25.0,325.0,28.0,253.0,33.0,279.0,191.0,189.0,,,12.5,1.4,32.4
SP1,02/02/2013,Espanol,Levante,3,2,H,1.0,0.0,H,13.0,12.0,5.0,4.0,12.0,15.0,9.0,6.0,1.0,2.0,0.0,0.0,21.0,32.0,36.0,207.0,332.0,365.0,215.0,169.0,,,13.7,0.1,28.2
SP1,02/02/2013,Getafe,La Coruna,3,1,H,1.0,1.0,D,12.0,13.0,4.0,3.0,19.0,17.0,5.0,5.0,4.0,5.0,1.0,1.0,205.0,325.0,375.0,201.0,337.0,375.0,205.0,176.0,,,9.3,0.5,25.3
SP1,02/02/2013,Granada,Real Madrid,1,0,H,1.0,0.0,H,4.0,17.0,0.0,4.0,19.0,7.0,4.0,8.0,2.0,3.0,0.0,0.0,9.0,5.0,133.0,879.0,506.0,134.0,142.0,278.0,,,9.5,1.7,17.3
SP1,02/02/2013,Osasuna,Celta,1,0,H,0.0,0.0,D,17.0,12.0,4.0,2.0,9.0,16.0,12.0,9.0,2.0,3.0,0.0,0.0,2.0,33.0,375.0,213.0,325.0,353.0,23.0,161.0,,,8.3,27.3,25.0
SP1,03/02/2013,Ath Madrid,Betis,1,0,H,0.0,0.0,D,14.0,5.0,6.0,2.0,17.0,14.0,9.0,4.0,3.0,4.0,0.0,0.0,144.0,433.0,7.0,146.0,426.0,701.0,172.0,211.0,,,8.3,0.0,19.1
SP1,03/02/2013,Malaga,Zaragoza,1,1,D,1.0,1.0,D,7.0,15.0,3.0,4.0,15.0,13.0,4.0,6.0,4.0,3.0,0.0,1.0,153.0,4.0,6.0,155.0,398.0,611.0,188.0,192.0,,,14.7,0.0,25.0
SP1,03/02/2013,Sevilla,Vallecano,2,1,H,1.0,0.0,H,16.0,10.0,5.0,4.0,19.0,18.0,12.0,4.0,3.0,4.0,1.0,0.0,15.0,433.0,6.0,151.0,416.0,635.0,168.0,218.0,,,14.8,0.0,15.9
SP1,03/02/2013,Sociedad,Mallorca,3,0,H,0.0,0.0,D,27.0,6.0,11.0,3.0,12.0,14.0,9.0,4.0,2.0,2.0,0.0,1.0,17.0,375.0,475.0,17.0,37.0,492.0,193.0,187.0,,,9.1,1.6,27.7
SP1,03/02/2013,Valencia,Barcelona,1,1,D,1.0,1.0,D,17.0,10.0,5.0,2.0,20.0,13.0,6.0,5.0,3.0,1.0,0.0,0.0,7.0,433.0,144.0,651.0,447.0,146.0,142.0,278.0,,,15.1,0.0,27.6
SP1,09/02/2013,Celta,Valencia,0,1,A,0.0,0.0,D,6.0,15.0,2.0,4.0,11.0,14.0,10.0,5.0,2.0,4.0,0.0,0.0,263.0,33.0,263.0,276.0,324.0,256.0,205.0,176.0,,,12.7,0.0,18.3
SP1,09/02/2013,La Coruna,Granada,0,3,A,0.0,1.0,A,16.0,14.0,1.0,4.0,10.0,13.0,5.0,5.0,3.0,3.0,1.0,0.0,2.0,33.0,38.0,205.0,334.0,365.0,206.0,175.0,,,12.1,0.0,18.7
SP1,09/02/2013,Levante,Malaga,1,2,A,1.0,1.0,D,12.0,8.0,4.0,4.0,14.0,11.0,4.0,4.0,4.0,1.0,0.0,0.0,25.0,325.0,28.0,254.0,326.0,277.0,204.0,176.0,,,15.1,0.0,21.8
SP1,09/02/2013,Mallorca,Osasuna,1,1,D,0.0,0.0,D,12.0,10.0,2.0,3.0,10.0,12.0,12.0,2.0,3.0,3.0,0.0,0.0,21.0,33.0,35.0,213.0,329.0,348.0,219.0,167.0,,,9.2,0.3,22.1
SP1,09/02/2013,Real Madrid,Sevilla,4,1,H,2.0,0.0,H,18.0,12.0,10.0,6.0,19.0,19.0,5.0,9.0,4.0,1.0,1.0,1.0,136.0,5.0,75.0,137.0,498.0,779.0,14.0,282.0,,,8.6,0.0,15.8
SP1,10/02/2013,Ath Bilbao,Espanol,0,4,A,0.0,1.0,A,16.0,9.0,5.0,5.0,12.0,16.0,12.0,3.0,2.0,7.0,0.0,0.0,173.0,36.0,475.0,174.0,368.0,471.0,182.0,197.0,,,11.8,7.7,28.2
SP1,10/02/2013,Barcelona,Getafe,6,1,H,2.0,0.0,H,17.0,6.0,9.0,1.0,13.0,9.0,4.0,0.0,1.0,2.0,0.0,0.0,109.0,10.0,21.0,109.0,1001.0,2245.0,121.0,419.0,,,13.5,0.2,17.7
SP1,10/02/2013,Vallecano,Ath Madrid,2,1,H,2.0,0.0,H,10.0,20.0,3.0,7.0,17.0,16.0,2.0,8.0,2.0,2.0,0.0,0.0,35.0,33.0,21.0,347.0,335.0,21.0,195.0,184.0,,,9.4,2.0,28.5
SP1,10/02/2013,Zaragoza,Sociedad,1,2,A,0.0,2.0,A,10.0,14.0,3.0,7.0,11.0,6.0,5.0,6.0,3.0,0.0,1.0,0.0,24.0,33.0,288.0,246.0,326.0,288.0,209.0,173.0,,,12.1,3.0,19.0
SP1,11/02/2013,Betis,Valladolid,0,0,D,0.0,0.0,D,22.0,3.0,3.0,0.0,13.0,16.0,8.0,3.0,0.0,3.0,1.0,1.0,183.0,35.0,433.0,189.0,344.0,417.0,207.0,175.0,,,12.6,0.0,24.2
SP1,15/02/2013,Sevilla,La Coruna,3,1,H,3.0,1.0,H,20.0,13.0,9.0,6.0,21.0,4.0,6.0,7.0,6.0,2.0,0.0,0.0,136.0,475.0,8.0,137.0,479.0,853.0,164.0,224.0,,,19.7,0.0,8.9
SP1,16/02/2013,Getafe,Celta,3,1,H,3.0,1.0,H,15.0,5.0,10.0,2.0,16.0,9.0,7.0,4.0,1.0,1.0,0.0,0.0,21.0,33.0,35.0,213.0,331.0,349.0,216.0,168.0,,,13.3,0.0,6.3
SP1,16/02/2013,Granada,Barcelona,1,2,A,1.0,0.0,H,6.0,17.0,5.0,8.0,15.0,14.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,6.0,125.0,1087.0,566.0,127.0,138.0,293.0,,,15.7,0.0,8.0
SP1,16/02/2013,Malaga,Ath Bilbao,1,0,H,1.0,0.0,H,12.0,8.0,7.0,6.0,16.0,17.0,5.0,8.0,2.0,2.0,0.0,0.0,18.0,375.0,42.0,185.0,365.0,411.0,175.0,206.0,,,15.3,0.0,9.9
SP1,16/02/2013,Osasuna,Zaragoza,1,0,H,1.0,0.0,H,8.0,10.0,3.0,3.0,25.0,13.0,7.0,4.0,7.0,7.0,0.0,0.0,191.0,33.0,42.0,196.0,333.0,404.0,233.0,159.0,,,11.7,0.0,6.8
SP1,17/02/2013,Espanol,Betis,1,0,H,1.0,0.0,H,6.0,5.0,2.0,2.0,24.0,21.0,8.0,5.0,4.0,3.0,0.0,0.0,2.0,33.0,38.0,207.0,332.0,36.0,207.0,174.0,,,11.8,0.1,10.8
SP1,17/02/2013,Real Madrid,Vallecano,2,0,H,2.0,0.0,H,10.0,10.0,6.0,1.0,15.0,18.0,2.0,8.0,3.0,4.0,1.0,0.0,118.0,75.0,12.0,118.0,696.0,1341.0,123.0,392.0,,,10.7,1.5,12.0
SP1,17/02/2013,Sociedad,Levante,1,1,D,1.0,1.0,D,12.0,7.0,5.0,7.0,13.0,16.0,12.0,4.0,2.0,5.0,0.0,1.0,167.0,38.0,5.0,169.0,367.0,498.0,194.0,186.0,,,15.5,0.0,14.8
SP1,17/02/2013,Valencia,Mallorca,2,0,H,0.0,0.0,D,4.0,16.0,2.0,8.0,13.0,16.0,2.0,6.0,5.0,3.0,1.0,0.0,14.0,475.0,75.0,14.0,451.0,772.0,17.0,213.0,,,16.4,0.0,14.5
SP1,17/02/2013,Valladolid,Ath Madrid,0,3,A,0.0,1.0,A,3.0,13.0,0.0,8.0,10.0,13.0,3.0,4.0,4.0,0.0,0.0,0.0,375.0,34.0,2.0,364.0,337.0,204.0,202.0,178.0,,,10.1,2.1,12.8
SP1,22/02/2013,Ath Bilbao,Sociedad,1,3,A,1.0,1.0,D,18.0,13.0,5.0,5.0,17.0,22.0,7.0,4.0,3.0,1.0,0.0,0.0,225.0,34.0,31.0,234.0,34.0,302.0,174.0,208.0,,,9.5,0.8,14.5
SP1,23/02/2013,Barcelona,Sevilla,2,1,H,0.0,1.0,A,17.0,7.0,3.0,4.0,10.0,12.0,10.0,1.0,0.0,2.0,0.0,0.0,118.0,7.0,13.0,12.0,683.0,1306.0,126.0,359.0,,,6.2,8.7,15.7
SP1,23/02/2013,La Coruna,Real Madrid,1,2,A,1.0,0.0,H,15.0,17.0,5.0,8.0,11.0,13.0,3.0,5.0,3.0,3.0,0.0,1.0,85.0,5.0,133.0,812.0,497.0,136.0,139.0,287.0,,,7.5,0.0,26.4
SP1,23/02/2013,Mallorca,Getafe,1,3,A,1.0,0.0,H,15.0,15.0,4.0,4.0,14.0,10.0,13.0,5.0,3.0,4.0,0.0,0.0,22.0,32.0,34.0,218.0,331.0,332.0,203.0,178.0,,,12.1,6.8,36.0
SP1,23/02/2013,Zaragoza,Valencia,2,2,D,2.0,1.0,H,14.0,11.0,6.0,8.0,18.0,19.0,5.0,5.0,5.0,4.0,1.0,0.0,32.0,32.0,23.0,312.0,323.0,231.0,214.0,17.0,,,5.0,0.0,43.1
SP1,24/02/2013,Ath Madrid,Espanol,1,0,H,1.0,0.0,H,10.0,12.0,3.0,1.0,16.0,23.0,5.0,4.0,3.0,7.0,1.0,0.0,136.0,475.0,8.0,137.0,456.0,88.0,177.0,203.0,,,7.0,0.0,17.1
SP1,24/02/2013,Betis,Malaga,3,0,H,3.0,0.0,H,21.0,3.0,8.0,1.0,18.0,12.0,6.0,2.0,2.0,1.0,0.0,1.0,25.0,325.0,28.0,254.0,322.0,282.0,208.0,174.0,,,14.3,0.0,11.0
SP1,24/02/2013,Celta,Granada,2,1,H,1.0,1.0,D,13.0,9.0,4.0,2.0,14.0,12.0,4.0,4.0,3.0,3.0,0.0,0.0,183.0,34.0,45.0,187.0,343.0,424.0,215.0,169.0,,,9.9,0.2,22.8
SP1,24/02/2013,Vallecano,Valladolid,1,2,A,0.0,0.0,D,18.0,17.0,8.0,3.0,14.0,14.0,10.0,5.0,2.0,2.0,0.0,0.0,175.0,35.0,475.0,178.0,353.0,458.0,186.0,193.0,,,7.1,0.0,17.3
SP1,25/02/2013,Levante,Osasuna,0,2,A,0.0,0.0,D,8.0,17.0,3.0,6.0,10.0,22.0,7.0,2.0,0.0,2.0,0.0,0.0,191.0,34.0,4.0,199.0,334.0,382.0,215.0,169.0,,,12.8,0.0,19.1
SP1,01/03/2013,Getafe,Zaragoza,2,0,H,1.0,0.0,H,8.0,12.0,4.0,3.0,20.0,20.0,5.0,7.0,3.0,2.0,1.0,1.0,191.0,34.0,4.0,189.0,346.0,422.0,209.0,173.0,,,10.4,0.5,21.3
SP1,02/03/2013,La Coruna,Vallecano,0,0,D,0.0,0.0,D,13.0,18.0,4.0,3.0,13.0,18.0,3.0,7.0,1.0,5.0,1.0,0.0,23.0,33.0,31.0,232.0,333.0,304.0,178.0,203.0,,,14.0,0.0,15.5
SP1,02/03/2013,Osasuna,Ath Bilbao,0,1,A,0.0,0.0,D,18.0,7.0,6.0,2.0,13.0,17.0,9.0,4.0,1.0,4.0,0.0,0.0,23.0,325.0,31.0,23.0,326.0,314.0,207.0,175.0,,,11.1,0.0,13.2
SP1,02/03/2013,Real Madrid,Barcelona,2,1,H,1.0,1.0,D,14.0,5.0,6.0,2.0,21.0,19.0,4.0,1.0,4.0,6.0,0.0,1.0,288.0,36.0,23.0,292.0,348.0,234.0,154.0,239.0,,,10.9,0.0,9.9
SP1,02/03/2013,Valencia,Levante,2,2,D,2.0,1.0,H,19.0,8.0,6.0,4.0,13.0,17.0,6.0,4.0,2.0,5.0,0.0,0.0,15.0,42.0,65.0,15.0,409.0,667.0,178.0,202.0,,,14.0,0.0,14.4
SP1,03/03/2013,Espanol,Valladolid,0,0,D,0.0,0.0,D,11.0,7.0,0.0,1.0,7.0,16.0,8.0,4.0,0.0,1.0,0.0,0.0,183.0,34.0,45.0,182.0,347.0,449.0,214.0,17.0,,,12.8,0.0,11.0
SP1,03/03/2013,Granada,Mallorca,1,2,A,1.0,1.0,D,10.0,8.0,5.0,5.0,20.0,18.0,7.0,1.0,1.0,3.0,0.0,0.0,205.0,325.0,375.0,202.0,333.0,376.0,217.0,168.0,,,14.1,0.0,7.7
SP1,03/03/2013,Malaga,Ath Madrid,0,0,D,0.0,0.0,D,6.0,15.0,2.0,2.0,16.0,21.0,3.0,4.0,2.0,4.0,0.0,0.0,28.0,33.0,25.0,282.0,325.0,252.0,207.0,175.0,,,13.6,1.4,20.1
SP1,03/03/2013,Sociedad,Betis,3,3,D,0.0,1.0,A,14.0,17.0,7.0,4.0,6.0,16.0,12.0,4.0,1.0,5.0,0.0,0.0,175.0,36.0,475.0,179.0,355.0,45.0,189.0,19.0,,,15.6,0.0,14.9
SP1,04/03/2013,Sevilla,Celta,4,1,H,2.0,1.0,H,12.0,14.0,7.0,4.0,11.0,9.0,1.0,3.0,1.0,1.0,0.0,0.0,144.0,42.0,75.0,146.0,42.0,719.0,178.0,202.0,,,14.1,14.0,17.9
SP1,08/03/2013,Betis,Osasuna,2,1,H,1.0,0.0,H,9.0,18.0,5.0,3.0,18.0,18.0,0.0,5.0,5.0,4.0,0.0,1.0,191.0,34.0,4.0,187.0,344.0,438.0,214.0,17.0,,,18.2,8.9,27.5
SP1,09/03/2013,Barcelona,La Coruna,2,0,H,1.0,0.0,H,12.0,4.0,7.0,0.0,14.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0,111.0,9.0,19.0,113.0,845.0,1728.0,125.0,372.0,,,17.4,0.5,19.5
SP1,09/03/2013,Mallorca,Sevilla,2,1,H,1.0,0.0,H,10.0,17.0,5.0,5.0,23.0,9.0,6.0,9.0,3.0,2.0,1.0,0.0,31.0,33.0,23.0,318.0,329.0,225.0,196.0,185.0,,,15.8,0.0,24.8
SP1,09/03/2013,Valladolid,Malaga,1,1,D,1.0,1.0,D,9.0,6.0,4.0,1.0,14.0,12.0,8.0,1.0,1.0,1.0,0.0,0.0,238.0,325.0,3.0,236.0,326.0,304.0,212.0,172.0,,,12.1,0.5,25.0
SP1,09/03/2013,Vallecano,Espanol,2,0,H,1.0,0.0,H,16.0,15.0,9.0,3.0,13.0,17.0,7.0,7.0,4.0,5.0,0.0,0.0,191.0,34.0,4.0,194.0,343.0,395.0,192.0,188.0,,,11.9,2.1,20.5
SP1,10/03/2013,Ath Bilbao,Valencia,1,0,H,0.0,0.0,D,9.0,16.0,3.0,5.0,17.0,19.0,7.0,6.0,1.0,6.0,0.0,0.0,25.0,34.0,27.0,257.0,332.0,267.0,17.0,213.0,,,15.8,0.6,26.8
SP1,10/03/2013,Ath Madrid,Sociedad,0,1,A,0.0,0.0,D,21.0,10.0,3.0,3.0,20.0,14.0,7.0,5.0,5.0,2.0,0.0,0.0,15.0,433.0,6.0,15.0,406.0,661.0,171.0,212.0,,,10.5,0.8,20.9
SP1,10/03/2013,Celta,Real Madrid,1,2,A,0.0,0.0,D,19.0,23.0,10.0,11.0,11.0,6.0,9.0,6.0,2.0,1.0,0.0,0.0,65.0,45.0,145.0,702.0,442.0,144.0,148.0,257.0,,,12.0,58.0,40.8
SP1,10/03/2013,Levante,Getafe,0,0,D,0.0,0.0,D,16.0,13.0,5.0,3.0,19.0,13.0,6.0,3.0,2.0,3.0,0.0,0.0,21.0,34.0,35.0,217.0,327.0,339.0,203.0,178.0,,,17.9,0.3,25.0
SP1,11/03/2013,Zaragoza,Granada,0,0,D,0.0,0.0,D,8.0,12.0,3.0,1.0,15.0,18.0,3.0,7.0,3.0,2.0,0.0,0.0,21.0,325.0,36.0,209.0,329.0,358.0,217.0,168.0,,,16.1,0.6,27.7
SP1,15/03/2013,La Coruna,Celta,3,1,H,1.0,0.0,H,17.0,10.0,8.0,1.0,12.0,19.0,8.0,3.0,2.0,3.0,0.0,1.0,225.0,34.0,31.0,228.0,331.0,319.0,2.0,181.0,,,12.2,0.0,10.7
SP1,16/03/2013,Getafe,Ath Bilbao,1,0,H,1.0,0.0,H,19.0,10.0,8.0,1.0,14.0,12.0,8.0,6.0,2.0,4.0,0.0,0.0,23.0,34.0,3.0,231.0,331.0,308.0,182.0,197.0,,,12.6,2.2,12.4
SP1,16/03/2013,Real Madrid,Mallorca,5,2,H,1.0,2.0,A,24.0,15.0,13.0,6.0,9.0,11.0,11.0,4.0,0.0,1.0,0.0,0.0,113.0,9.0,17.0,113.0,864.0,184.0,124.0,383.0,,,10.7,4.0,14.0
SP1,16/03/2013,Sociedad,Valladolid,4,1,H,3.0,0.0,H,20.0,13.0,10.0,5.0,3.0,12.0,4.0,7.0,0.0,1.0,0.0,0.0,162.0,38.0,55.0,162.0,373.0,581.0,19.0,19.0,,,12.0,0.1,24.1
SP1,16/03/2013,Valencia,Betis,3,0,H,1.0,0.0,H,15.0,9.0,4.0,4.0,17.0,12.0,9.0,4.0,3.0,3.0,0.0,1.0,162.0,38.0,55.0,163.0,376.0,553.0,176.0,205.0,,,16.7,0.0,13.5
SP1,17/03/2013,Barcelona,Vallecano,3,1,H,2.0,0.0,H,19.0,17.0,7.0,8.0,9.0,18.0,6.0,10.0,1.0,4.0,0.0,0.0,111.0,9.0,21.0,112.0,872.0,1955.0,123.0,393.0,,,13.2,0.5,12.0
SP1,17/03/2013,Granada,Levante,1,1,D,1.0,0.0,H,14.0,7.0,5.0,1.0,19.0,16.0,4.0,1.0,8.0,6.0,0.0,0.0,191.0,33.0,42.0,197.0,333.0,398.0,215.0,169.0,,,17.8,7.9,24.9
SP1,17/03/2013,Malaga,Espanol,0,2,A,0.0,0.0,D,15.0,9.0,2.0,5.0,9.0,18.0,4.0,5.0,2.0,3.0,0.0,0.0,191.0,33.0,42.0,188.0,34.0,428.0,205.0,176.0,,,17.4,1.6,10.5
SP1,17/03/2013,Osasuna,Ath Madrid,0,2,A,0.0,1.0,A,19.0,12.0,5.0,7.0,7.0,22.0,8.0,7.0,1.0,4.0,0.0,0.0,34.0,33.0,215.0,36.0,327.0,211.0,22.0,166.0,,,7.3,10.6,13.6
SP1,17/03/2013,Sevilla,Zaragoza,4,0,H,1.0,0.0,H,17.0,9.0,6.0,2.0,15.0,16.0,7.0,2.0,2.0,2.0,0.0,1.0,14.0,45.0,8.0,14.0,444.0,813.0,173.0,21.0,,,19.3,1.4,17.1
SP1,30/03/2013,Celta,Barcelona,2,2,D,1.0,1.0,D,8.0,8.0,3.0,3.0,15.0,12.0,5.0,9.0,4.0,3.0,0.0,0.0,8.0,5.0,136.0,771.0,467.0,139.0,148.0,257.0,,,15.0,7.4,18.3
SP1,30/03/2013,Levante,Sevilla,1,0,H,1.0,0.0,H,17.0,25.0,4.0,6.0,17.0,16.0,6.0,5.0,4.0,3.0,0.0,0.0,34.0,32.0,22.0,338.0,328.0,217.0,213.0,17.0,,,23.1,0.0,33.1
SP1,30/03/2013,Vallecano,Malaga,1,3,A,1.0,1.0,D,15.0,12.0,6.0,4.0,14.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,185.0,34.0,433.0,187.0,347.0,422.0,206.0,176.0,,,15.6,0.2,19.5
SP1,30/03/2013,Zaragoza,Real Madrid,1,1,D,1.0,1.0,D,12.0,16.0,5.0,6.0,17.0,13.0,3.0,3.0,3.0,3.0,0.0,0.0,75.0,475.0,14.0,754.0,458.0,141.0,148.0,255.0,,,16.9,2.9,26.9
SP1,31/03/2013,Ath Madrid,Valencia,1,1,D,1.0,1.0,D,9.0,15.0,4.0,3.0,21.0,8.0,6.0,7.0,3.0,3.0,0.0,0.0,173.0,36.0,475.0,175.0,358.0,474.0,192.0,188.0,,,12.5,16.0,16.7
SP1,31/03/2013,Espanol,Sociedad,2,2,D,2.0,1.0,H,7.0,15.0,4.0,4.0,18.0,19.0,4.0,5.0,2.0,4.0,0.0,0.0,27.0,33.0,26.0,268.0,324.0,263.0,198.0,181.0,,,15.5,0.0,13.6
SP1,31/03/2013,Mallorca,La Coruna,2,3,A,1.0,1.0,D,20.0,14.0,5.0,9.0,12.0,6.0,10.0,4.0,3.0,2.0,0.0,0.0,191.0,35.0,4.0,195.0,341.0,39.0,198.0,182.0,,,16.5,0.0,20.2
SP1,31/03/2013,Valladolid,Osasuna,1,3,A,1.0,0.0,H,9.0,12.0,2.0,7.0,13.0,13.0,11.0,7.0,1.0,1.0,0.0,0.0,21.0,32.0,36.0,214.0,324.0,353.0,22.0,165.0,,,13.4,7.1,17.6
SP1,01/04/2013,Ath Bilbao,Granada,1,0,H,0.0,0.0,D,14.0,7.0,4.0,3.0,14.0,19.0,3.0,8.0,1.0,1.0,1.0,0.0,173.0,36.0,475.0,173.0,371.0,472.0,181.0,198.0,,,14.3,13.0,25.0
SP1,01/04/2013,Betis,Getafe,0,0,D,0.0,0.0,D,8.0,16.0,4.0,7.0,13.0,10.0,6.0,5.0,4.0,2.0,0.0,0.0,183.0,36.0,42.0,188.0,344.0,418.0,202.0,179.0,,,18.1,9.0,27.0
SP1,05/04/2013,Granada,Betis,1,5,A,0.0,3.0,A,23.0,13.0,5.0,6.0,14.0,8.0,17.0,2.0,2.0,2.0,1.0,0.0,23.0,33.0,31.0,231.0,331.0,314.0,207.0,176.0,,,11.3,7.3,11.4
SP1,06/04/2013,Barcelona,Mallorca,5,0,H,4.0,0.0,H,22.0,13.0,9.0,3.0,12.0,14.0,5.0,5.0,1.0,1.0,0.0,0.0,117.0,7.0,15.0,119.0,687.0,1389.0,134.0,306.0,,,11.8,3.6,9.4
SP1,06/04/2013,La Coruna,Zaragoza,3,2,H,2.0,2.0,D,12.0,7.0,6.0,3.0,14.0,18.0,6.0,4.0,5.0,3.0,0.0,1.0,195.0,35.0,375.0,196.0,347.0,383.0,199.0,182.0,,,11.3,0.0,18.0
SP1,06/04/2013,Real Madrid,Levante,5,1,H,2.0,1.0,H,36.0,11.0,12.0,3.0,10.0,9.0,6.0,5.0,1.0,0.0,0.0,0.0,114.0,8.0,15.0,115.0,778.0,1657.0,13.0,33.0,,,9.1,0.0,18.8
SP1,06/04/2013,Sociedad,Malaga,4,2,H,3.0,1.0,H,7.0,9.0,5.0,3.0,13.0,16.0,5.0,2.0,2.0,2.0,0.0,0.0,167.0,375.0,5.0,169.0,367.0,511.0,195.0,186.0,,,8.8,14.5,25.5
SP1,07/04/2013,Celta,Vallecano,0,2,A,0.0,1.0,A,14.0,11.0,2.0,6.0,12.0,15.0,9.0,4.0,5.0,5.0,0.0,0.0,2.0,35.0,36.0,204.0,341.0,364.0,19.0,19.0,,,12.2,5.4,33.5
SP1,07/04/2013,Getafe,Ath Madrid,0,0,D,0.0,0.0,D,17.0,11.0,4.0,5.0,10.0,20.0,1.0,7.0,2.0,1.0,0.0,2.0,36.0,35.0,2.0,369.0,334.0,204.0,209.0,172.0,,,11.3,0.0,11.8
SP1,07/04/2013,Osasuna,Espanol,0,2,A,0.0,0.0,D,13.0,10.0,3.0,4.0,13.0,21.0,5.0,6.0,4.0,4.0,0.0,0.0,2.0,33.0,38.0,201.0,328.0,39.0,228.0,162.0,,,11.5,0.1,13.7
SP1,07/04/2013,Valencia,Valladolid,2,1,H,1.0,0.0,H,27.0,9.0,11.0,4.0,3.0,13.0,5.0,5.0,1.0,0.0,0.0,1.0,14.0,433.0,85.0,142.0,447.0,789.0,173.0,209.0,,,18.5,0.0,18.7
SP1,08/04/2013,Sevilla,Ath Bilbao,2,1,H,1.0,0.0,H,15.0,12.0,4.0,2.0,13.0,13.0,3.0,2.0,3.0,5.0,1.0,1.0,157.0,38.0,6.0,159.0,386.0,57.0,168.0,217.0,,,19.8,0.0,13.0
SP1,12/04/2013,Betis,Sevilla,3,3,D,1.0,3.0,A,26.0,12.0,4.0,5.0,14.0,15.0,5.0,1.0,5.0,2.0,0.0,1.0,25.0,34.0,27.0,253.0,333.0,278.0,182.0,2.0,,,20.4,0.0,9.4
SP1,13/04/2013,Espanol,Valencia,3,3,D,1.0,0.0,H,17.0,17.0,7.0,5.0,13.0,11.0,6.0,6.0,2.0,2.0,1.0,0.0,31.0,33.0,23.0,303.0,328.0,235.0,2.0,18.0,,,16.8,0.0,11.7
SP1,13/04/2013,Levante,La Coruna,0,4,A,0.0,3.0,A,23.0,18.0,5.0,9.0,11.0,4.0,7.0,5.0,2.0,1.0,0.0,0.0,22.0,33.0,33.0,217.0,33.0,336.0,201.0,18.0,,,22.2,0.0,15.2
